order_item_id,order_id,product_id,quantity,unit_price,item_discount
2173,954,17,4,41.15,0.0
2174,954,15,1,736.18,3.55
2175,955,105,1,83.28,0.0
2176,955,14,4,18.33,5.58
2177,955,110,1,257.58,7.31
2178,956,162,1,204.18,6.12
2179,957,173,2,291.13,0.0
2180,958,27,1,72.06,0.61
2181,959,112,2,442.75,0.0
2182,960,81,2,94.95,0.0
2183,960,21,2,392.41,0.0
2184,961,75,1,101.72,5.25
2185,961,53,2,385.2,1.98
2186,962,55,1,224.59,1.36
2187,962,42,4,321.27,0.0
2188,962,62,1,287.61,0.44
2189,962,154,2,338.97,10.51
2190,962,158,1,143.13,6.0
2191,963,56,2,103.42,0.0
2192,964,113,1,270.29,
2193,965,77,2,484.45,0.0
2194,966,162,1,198.83,0.33
2195,966,160,1,135.06,2.53
2196,967,117,1,386.41,7.56
2197,967,43,1,316.34,5.59
2198,967,40,1,295.75,1.03
2199,967,24,4,392.73,0.0
2200,967,23,1,49.9,0.0
2201,968,41,1,306.85,5.89
2202,969,66,2,539.29,5.09
2203,970,1,2,64.11,3.66
2204,971,82,1,658.97,0.0
2205,971,179,1,336.93,0.0
2206,971,118,1,589.5,2.33
2207,972,92,2,227.8,3.3
2208,973,157,1,436.63,1.39
2209,973,14,3,16.18,0.0
2210,973,24,1,328.72,4.0
2211,974,157,3,445.7,0.0
2212,974,87,1,286.51,7.06
2213,974,127,1,497.12,0.0
2214,974,111,1,54.95,1.99
2215,974,126,1,286.7,3.97
2216,975,175,2,280.65,0.0
2217,975,143,2,313.15,4.41
2218,975,114,2,201.84,2.63
2219,975,51,2,355.37,0.0
2220,976,145,1,326.81,3.83
2221,976,143,1,360.07,0.0
2222,977,104,1,256.64,0.09
2223,977,149,2,105.23,7.55
2224,977,88,1,260.54,2.22
2225,977,9,1,496.62,6.08
2226,978,116,1,249.19,0.0
2227,978,26,2,275.65,0.0
2228,979,32,2,525.21,0.11
2229,980,17,1,39.96,0.3
2230,981,76,1,666.39,7.11
2231,981,118,2,515.74,0.0
2232,982,84,1,66.19,
2233,983,22,1,109.82,1.44
2234,984,111,1,52.36,3.0
2235,984,155,2,269.26,0.0
2236,984,160,3,128.75,0.0
2237,985,10,2,14.33,3.51
2238,986,142,1,562.53,3.13
2239,987,111,1,54.12,8.29
2240,987,87,1,308.83,7.97
2241,988,116,1,281.35,3.56
2242,988,99,1,81.99,1.1
2243,988,81,4,58.86,0.0
2244,989,12,1,98.5,1.11
2245,989,172,1,254.34,2.61
2246,990,66,1,497.14,4.15
2247,990,123,1,86.3,5.94
2248,991,12,1,97.69,1.75
2249,991,160,1,137.32,3.33
2250,992,56,1,96.07,4.87
2251,993,38,1,250.04,7.65
2252,993,52,1,273.13,5.56
2253,994,102,1,242.42,0.0
2254,994,2,1,666.3,2.95
2255,994,17,1,35.84,6.48
2256,994,88,2,288.7,0.0
2257,995,92,1,215.54,9.33
2258,995,100,1,270.45,4.8
2259,995,63,4,519.75,5.25
2260,995,34,1,344.74,0.0
2261,996,79,4,84.83,4.64
2262,997,79,1,87.79,9.52
2263,997,120,1,302.56,0.0
2264,998,92,1,207.13,0.0
2265,998,118,1,558.63,4.38
2266,998,126,1,290.35,5.81
2267,999,86,1,156.37,0.0
2268,999,179,2,328.63,0.0
2269,999,29,1,107.65,0.0
2270,999,10,1,13.65,0.0
2271,999,123,3,87.75,0.0
2272,1000,88,2,283.17,3.53
2273,1000,32,1,489.33,0.0
2274,1000,10,1,13.49,2.18
2275,1000,80,3,322.18,12.76
2276,1001,178,1,377.02,0.0
2277,1001,6,2,340.37,5.64
2278,1002,102,1,220.4,0.39
2279,1002,96,1,273.82,1.85
2280,1003,6,1,363.52,3.77
2281,1003,115,2,51.45,0.0
2282,1003,25,1,215.55,0.0
2283,1004,88,1,281.08,5.06
2284,1004,99,1,80.06,5.09
2285,1005,12,1,102.06,4.56
2286,1005,139,1,476.98,0.0
2287,1006,172,1,244.19,0.0
2288,1006,111,1,47.56,1.68
2289,1007,112,2,415.61,0.01
2290,1007,47,1,285.71,4.26
2291,1008,132,1,128.55,3.38
2292,1008,62,2,288.02,0.0
2293,1008,97,1,216.55,5.48
2294,1009,167,2,237.98,0.0
2295,1009,49,1,284.43,6.77
2296,1010,123,2,93.26,5.43
2297,1011,26,1,281.41,0.0
2298,1011,99,1,83.89,1.74
2299,1011,160,1,132.94,0.93
2300,1011,73,1,322.01,0.0
2301,1011,167,1,225.68,0.0
2302,1012,150,1,214.08,2.02
2303,1012,72,2,44.0,3.13
2304,1013,17,2,37.81,1.09
2305,1013,124,1,353.27,1.2
2306,1013,56,2,96.87,0.0
2307,1013,106,1,606.89,4.82
2308,1014,173,3,321.83,0.0
2309,1014,125,2,453.54,0.0
2310,1014,159,1,111.02,0.0
2311,1014,10,2,13.98,7.4
2312,1015,164,2,144.18,1.05
2313,1015,119,2,320.75,5.79
2314,1015,135,1,90.18,2.32
2315,1016,75,1,102.28,0.64
2316,1016,126,1,292.4,2.24
2317,1017,84,1,70.01,0.0
2318,1017,78,2,41.4,0.0
2319,1018,8,1,172.87,3.54
2320,1019,162,1,186.8,
2321,1020,127,1,532.55,1.63
2322,1021,70,1,403.25,0.0
2323,1021,18,1,361.74,0.0
2324,1021,59,3,158.12,4.57
2325,1022,60,1,193.87,0.0
2326,1023,118,1,570.68,0.17
2327,1023,159,2,101.33,5.69
2328,1023,95,3,50.49,12.61
2329,1024,79,1,87.25,4.95
2330,1025,139,1,478.08,0.0
2331,1025,11,1,378.74,2.97
2332,1025,14,1,17.4,3.01
2333,1026,116,3,271.51,0.0
2334,1027,164,1,150.37,4.74
2335,1028,88,2,249.01,2.31
2336,1028,98,1,564.89,3.53
2337,1028,121,1,26.37,2.28
2338,1028,168,2,451.78,4.39
2339,1029,159,3,104.83,0.0
2340,1029,16,3,224.29,0.0
2341,1030,20,1,267.41,0.0
2342,1030,86,1,143.95,0.0
2343,1031,92,1,186.58,0.0
2344,1032,9,1,530.66,0.0
2345,1033,54,3,83.29,1.31
2346,1034,147,1,334.29,8.5
2347,1034,59,1,173.49,1.34
2348,1035,49,1,274.99,3.31
2349,1036,97,1,222.42,6.13
2350,1036,120,1,292.02,1.88
2351,1036,92,1,207.36,1.99
2352,1037,179,1,359.31,1.12
2353,1037,74,1,245.6,2.25
2354,1038,43,4,280.45,5.15
2355,1038,19,2,168.07,0.39
2356,1039,75,1,100.5,
2357,1039,67,1,53.53,3.21
2358,1039,101,1,115.16,0.0
2359,1039,140,1,77.7,0.0
2360,1040,7,2,397.52,1.72
2361,1041,109,1,304.39,5.28
2362,1041,151,1,456.17,0.0
2363,1042,163,1,505.86,
2364,1042,171,1,327.76,0.24
2365,1042,84,1,71.02,5.06
2366,1042,82,2,677.72,0.0
2367,1042,139,2,455.96,0.0
2368,1043,91,3,461.21,8.55
2369,1043,87,1,319.62,0.0
2370,1043,51,2,402.96,0.0
2371,1044,79,1,87.02,6.72
2372,1044,24,1,382.73,0.0
2373,1044,100,2,273.81,0.0
2374,1045,91,1,479.82,9.83
2375,1045,40,2,335.53,0.37
2376,1046,138,1,386.97,0.0
2377,1046,116,1,241.15,0.05
2378,1047,38,4,277.84,0.0
2379,1047,122,1,535.89,1.65
2380,1047,142,1,563.8,2.6
2381,1048,164,1,133.44,6.34
2382,1048,99,1,80.34,1.87
2383,1048,129,2,630.17,3.44
2384,1048,23,2,45.34,0.0
2385,1048,79,1,92.6,4.4
2386,1049,161,3,61.55,7.99
2387,1049,18,1,342.26,0.0
2388,1049,71,1,514.77,0.03
2389,1049,149,1,97.97,0.41
2390,1050,130,1,46.8,1.89
2391,1050,129,2,644.99,
2392,1050,30,1,240.21,6.9
2393,1051,44,1,124.57,2.08
2394,1051,132,1,124.61,1.69
2395,1051,102,1,243.63,0.0
2396,1051,121,2,26.05,9.61
2397,1051,85,1,43.66,0.0
2398,1052,26,1,277.08,3.96
2399,1052,129,1,665.76,0.0
2400,1052,5,3,223.32,4.64
2401,1052,87,1,330.16,9.1
2402,1053,97,1,201.86,5.19
2403,1053,82,1,604.81,3.63
2404,1053,1,3,60.97,0.0
2405,1054,72,2,88.8,
2406,1054,119,3,309.0,0.0
2407,1055,72,3,26.53,0.0
2408,1055,127,1,578.02,0.0
2409,1055,155,1,267.48,4.87
2410,1056,87,2,303.82,10.08
2411,1056,38,1,259.56,10.26
2412,1057,30,2,242.39,0.0
2413,1058,82,1,592.86,0.0
2414,1059,39,1,210.04,5.47
2415,1059,18,2,344.61,0.0
2416,1060,1,1,60.39,0.0
2417,1061,34,1,360.52,3.06
2418,1061,53,2,366.22,6.07
2419,1061,28,1,496.18,9.75
2420,1061,100,1,278.3,2.43
2421,1062,22,1,107.29,4.17
2422,1062,112,1,415.25,4.83
2423,1063,160,1,138.11,2.84
2424,1063,123,1,100.9,3.28
2425,1064,28,1,481.58,12.56
2426,1064,86,3,146.74,11.34
2427,1064,175,1,252.46,0.54
2428,1065,64,1,296.93,0.81
2429,1065,173,2,291.81,0.0
2430,1065,75,1,99.33,7.13
2431,1065,84,3,78.62,6.71
2432,1066,74,1,248.0,4.04
2433,1066,111,2,49.47,0.0
2434,1066,128,1,230.08,3.57
2435,1066,120,1,283.17,5.54
2436,1067,106,1,616.02,3.14
2437,1067,43,1,287.56,0.0
2438,1067,154,3,347.74,0.0
2439,1067,176,2,526.02,5.3
2440,1067,99,1,83.03,
2441,1068,167,1,216.46,3.82
2442,1069,125,1,438.41,1.83
2443,1070,87,2,289.47,3.23
2444,1070,140,1,83.32,5.52
2445,1071,152,1,182.87,
2446,1071,87,1,291.48,2.23
2447,1071,112,1,443.0,4.92
2448,1072,148,1,11.17,5.56
2449,1073,120,1,283.78,5.17
2450,1073,130,1,43.37,8.62
2451,1074,41,1,301.98,1.36
2452,1075,17,1,40.24,0.0
2453,1075,12,1,104.61,5.61
2454,1076,75,1,109.65,2.65
2455,1077,75,2,100.24,2.65
2456,1078,27,2,74.71,4.61
2457,1079,65,1,135.89,10.17
2458,1079,101,1,125.0,0.06
2459,1079,13,1,30.68,3.13
2460,1080,36,2,273.22,3.67
2461,1081,86,2,130.07,1.12
2462,1081,107,1,215.42,10.3
2463,1082,141,4,485.46,4.99
2464,1082,120,2,268.97,2.45
2465,1082,66,1,473.54,12.51
2466,1082,69,1,44.16,0.0
2467,1082,74,3,253.36,5.35
2468,1083,106,1,601.16,5.83
2469,1083,74,1,234.13,3.73
2470,1084,52,1,295.58,8.55
2471,1084,79,3,83.28,0.0
2472,1085,112,3,434.39,2.16
2473,1085,70,1,382.33,1.37
2474,1086,28,1,502.53,7.84
2475,1087,43,1,291.37,1.01
2476,1087,112,1,397.19,0.0
2477,1088,107,1,191.48,0.83
2478,1088,24,3,372.28,0.12
2479,1089,177,2,494.29,8.39
2480,1089,132,1,122.46,1.95
2481,1089,110,1,211.0,3.54
2482,1089,38,1,264.31,0.38
2483,1090,69,1,38.69,4.4
2484,1091,126,1,302.3,0.0
2485,1091,88,1,280.76,0.0
2486,1091,2,2,694.35,0.0
2487,1091,143,4,331.53,1.94
2488,1092,80,1,274.63,8.15
2489,1093,120,1,279.92,0.0
2490,1093,176,2,494.32,6.38
2491,1093,103,1,271.93,5.32
2492,1093,167,1,231.22,0.07
2493,1093,107,1,199.58,1.8
2494,1094,139,1,430.14,5.21
2495,1094,65,1,132.53,1.67
2496,1095,23,2,45.53,0.0
2497,1095,2,2,704.77,2.7
2498,1095,18,1,359.04,8.34
2499,1095,113,1,264.14,4.69
2500,1096,110,1,230.5,0.0
2501,1096,15,2,770.47,3.65
2502,1096,41,1,297.64,1.17
2503,1097,21,2,378.82,2.52
2504,1097,39,2,217.17,3.26
2505,1097,73,1,318.68,3.56
2506,1097,89,1,9.43,11.28
2507,1097,118,1,536.14,0.64
2508,1098,151,1,433.96,1.37
2509,1099,160,1,124.75,0.0
2510,1100,79,1,93.82,5.47
2511,1100,17,2,40.61,0.49
2512,1101,101,1,124.39,5.2
2513,1101,108,1,325.49,1.13
2514,1101,2,1,709.45,4.65
2515,1102,80,2,285.1,4.64
2516,1102,117,1,354.0,
2517,1102,146,3,46.54,0.0
2518,1102,47,1,253.41,4.4
2519,1103,7,1,412.16,0.0
2520,1103,147,1,295.08,0.0
2521,1103,104,1,243.67,8.7
2522,1103,52,1,313.21,5.92
2523,1104,81,1,54.29,0.87
2524,1105,124,3,353.47,7.86
2525,1105,73,4,315.7,3.66
2526,1106,23,1,46.48,8.09
2527,1106,173,2,310.86,8.01
2528,1106,128,1,258.13,0.0
2529,1106,34,1,339.12,9.11
2530,1107,41,1,307.86,1.68
2531,1107,35,1,60.45,0.45
2532,1107,178,1,380.62,1.81
2533,1108,108,1,276.89,0.79
2534,1108,139,2,478.83,9.87
2535,1108,13,3,28.88,0.0
2536,1108,64,1,319.58,3.41
2537,1108,120,1,264.05,5.23
2538,1109,127,1,512.93,4.03
2539,1109,113,1,272.69,4.5
2540,1110,76,1,663.58,0.72
2541,1110,117,1,396.88,1.24
2542,1110,65,1,124.09,0.0
2543,1110,152,1,201.19,
2544,1111,146,1,41.34,0.0
2545,1112,56,1,97.84,1.31
2546,1113,83,1,251.8,2.21
2547,1113,37,1,103.25,8.54
2548,1114,136,1,167.49,0.37
2549,1114,132,2,119.27,0.0
2550,1114,15,2,655.48,4.16
2551,1115,28,1,466.12,0.0
2552,1115,38,2,272.31,4.63
2553,1115,111,1,53.62,2.37
2554,1116,153,1,349.26,3.76
2555,1116,78,1,42.85,1.04
2556,1116,171,1,343.86,5.84
2557,1116,99,1,79.07,1.33
2558,1117,30,1,253.7,0.0
2559,1118,58,2,502.79,4.68
2560,1119,90,1,52.39,6.94
2561,1119,83,1,260.65,0.0
2562,1119,169,1,120.12,0.0
2563,1119,68,1,266.62,4.69
2564,1120,165,2,381.0,2.57
2565,1120,117,3,380.42,
2566,1121,121,1,26.95,1.95
2567,1122,174,1,500.23,0.0
2568,1122,39,1,215.16,5.35
2569,1122,10,1,13.98,0.0
2570,1122,102,1,225.89,4.28
2571,1123,157,1,475.67,0.0
2572,1123,86,1,139.19,3.52
2573,1123,2,1,779.5,3.73
2574,1124,164,1,125.97,5.0
2575,1124,89,1,9.71,7.91
2576,1124,122,1,560.78,2.79
2577,1125,8,1,179.03,6.3
2578,1125,23,1,43.17,2.4
2579,1125,65,2,133.47,2.37
2580,1126,66,1,492.04,0.0
2581,1126,58,2,515.24,3.76
2582,1126,69,3,41.89,10.93
2583,1126,7,4,350.46,0.0
2584,1126,43,1,313.12,6.76
2585,1127,153,1,330.32,1.95
2586,1127,28,2,474.09,4.39
2587,1127,171,1,334.37,2.52
2588,1127,174,1,465.78,0.49
2589,1128,16,1,252.75,6.56
2590,1129,75,1,113.25,7.18
2591,1129,120,1,298.39,0.02
2592,1129,159,1,119.57,0.0
2593,1129,144,2,161.5,6.67
2594,1130,138,1,374.39,0.0
2595,1130,154,1,329.58,4.01
2596,1130,146,1,39.94,3.58
2597,1130,152,1,197.76,4.21
2598,1131,141,3,528.29,5.91
2599,1131,12,1,95.74,0.0
2600,1132,33,1,344.21,2.65
2601,1133,142,1,534.99,1.48
2602,1133,31,1,370.77,0.0
2603,1133,44,1,138.41,5.45
2604,1133,70,2,390.97,7.28
2605,1133,128,3,244.81,0.64
2606,1134,76,3,720.51,6.12
2607,1134,119,2,315.75,0.28
2608,1134,140,1,76.91,0.0
2609,1135,70,1,408.47,7.5
2610,1135,69,4,36.89,7.07
2611,1135,109,1,274.71,0.0
2612,1136,67,1,53.0,0.0
2613,1137,20,1,246.67,1.64
2614,1137,128,3,237.17,1.37
2615,1138,100,1,278.21,2.67
2616,1138,37,2,103.44,0.0
2617,1139,62,1,340.95,0.0
2618,1140,150,1,234.23,10.94
2619,1140,11,1,388.65,2.15
2620,1141,55,1,202.29,3.01
2621,1141,93,2,217.77,11.94
2622,1141,99,1,87.78,5.64
2623,1142,169,1,121.93,0.0
2624,1143,28,1,466.57,1.19
2625,1143,139,1,472.66,4.55
2626,1144,164,1,142.29,0.16
2627,1145,20,2,255.34,0.0
2628,1145,46,3,256.11,11.69
2629,1146,120,2,292.62,1.04
2630,1146,20,1,281.01,1.31
2631,1147,68,1,296.64,5.62
2632,1147,58,2,457.53,3.94
2633,1147,16,1,224.4,4.14
2634,1147,64,1,285.43,0.0
2635,1148,82,4,596.73,3.8
2636,1149,124,1,328.87,0.0
2637,1149,85,1,45.65,
2638,1150,161,3,62.71,0.0
2639,1150,53,1,352.6,4.96
2640,1150,147,2,335.34,7.72
2641,1150,26,1,256.18,0.0
2642,1150,177,1,497.19,0.0
2643,1151,47,1,312.42,0.0
2644,1152,157,1,494.05,6.52
2645,1153,149,2,98.11,1.13
2646,1153,156,1,97.59,0.0
2647,1154,153,1,363.8,0.0
2648,1154,83,1,277.43,0.0
2649,1154,97,1,218.29,4.35
2650,1155,116,1,266.98,2.83
2651,1156,145,1,345.09,1.0
2652,1156,31,1,400.29,0.0
2653,1157,52,1,310.77,0.11
2654,1158,173,1,301.49,
2655,1158,84,1,76.52,0.0
2656,1159,165,1,347.93,8.12
2657,1160,167,2,209.65,1.66
2658,1160,148,1,11.19,0.0
2659,1160,135,3,86.83,3.15
2660,1161,43,1,281.14,0.0
2661,1161,101,3,103.65,0.0
2662,1162,136,1,165.3,0.0
2663,1163,35,3,61.79,0.0
2664,1163,30,2,262.49,9.67
2665,1163,103,1,264.93,3.91
2666,1164,68,1,272.89,8.78
2667,1164,51,2,371.49,1.97
2668,1164,157,2,480.15,2.17
2669,1165,56,1,100.78,4.24
2670,1165,105,1,42.57,5.6
2671,1166,117,2,396.42,3.06
2672,1166,83,4,290.46,3.12
2673,1167,104,1,238.08,1.43
2674,1167,50,1,341.65,3.15
2675,1168,150,1,228.99,2.79
2676,1169,45,1,376.2,3.46
2677,1169,85,2,45.59,0.0
2678,1170,160,1,130.69,6.17
2679,1170,117,1,396.45,4.07
2680,1171,78,1,41.24,0.0
2681,1171,146,1,42.47,2.41
2682,1172,85,1,43.93,0.0
2683,1172,41,2,301.14,0.0
2684,1173,115,1,50.12,5.47
2685,1174,104,1,267.52,5.35
2686,1175,125,2,416.74,4.25
2687,1175,5,2,217.46,10.17
2688,1175,67,1,52.74,0.41
2689,1176,176,2,514.74,3.89
2690,1177,103,1,262.96,3.58
2691,1177,94,1,232.19,5.58
2692,1178,55,3,199.61,1.91
2693,1178,56,1,107.55,9.07
2694,1178,178,1,361.77,0.0
2695,1179,177,1,537.03,0.46
2696,1180,98,1,556.83,0.0
2697,1180,102,1,224.62,1.21
2698,1181,82,1,596.32,5.64
2699,1182,133,1,121.96,3.0
2700,1182,5,2,217.18,1.88
2701,1182,51,3,335.55,3.24
2702,1182,78,1,37.49,1.56
2703,1182,177,1,481.62,4.85
2704,1183,19,2,171.34,0.0
2705,1183,3,3,190.88,0.0
2706,1183,76,1,700.11,0.0
2707,1184,28,1,504.85,3.11
2708,1185,79,1,83.18,0.72
2709,1185,53,1,362.84,2.68
2710,1185,146,1,43.1,0.0
2711,1186,29,2,107.13,6.56
2712,1186,105,1,107.11,0.0
2713,1187,118,1,524.55,0.0
2714,1188,117,3,426.19,5.57
2715,1188,92,1,206.32,1.7
2716,1189,45,2,363.5,0.0
2717,1190,165,1,336.56,2.46
2718,1191,155,2,250.53,1.56
2719,1191,172,1,241.82,4.52
2720,1191,161,1,67.37,2.24
2721,1191,142,1,543.82,0.0
2722,1191,146,2,44.2,4.11
2723,1192,13,1,30.07,5.39
2724,1193,97,1,228.64,2.83
2725,1193,72,1,108.71,6.13
2726,1193,39,1,229.36,0.0
2727,1194,11,2,376.9,4.35
2728,1195,2,1,701.47,7.3
2729,1195,42,1,299.01,5.06
2730,1195,74,1,253.19,4.07
2731,1195,33,1,337.4,0.0
2732,1196,125,2,465.21,0.0
2733,1197,108,1,295.16,0.0
2734,1197,53,2,382.36,4.25
2735,1197,171,1,328.11,2.68
2736,1198,26,1,278.44,5.85
2737,1198,145,1,335.39,0.0
2738,1198,84,1,80.25,0.0
2739,1199,3,1,185.25,0.0
2740,1200,23,1,44.25,1.27
2741,1201,61,1,330.03,0.9
2742,1201,29,3,118.8,0.0
2743,1202,39,2,231.88,1.35
2744,1203,76,1,643.88,3.55
2745,1203,122,1,518.66,7.3
2746,1204,146,1,41.98,1.89
2747,1204,5,1,214.11,2.69
2748,1204,159,1,105.11,1.82
2749,1205,119,2,291.67,1.01
2750,1205,35,1,63.27,2.39
2751,1205,108,2,330.06,3.79
2752,1206,18,1,331.96,
2753,1207,39,3,210.65,0.46
2754,1207,53,2,393.6,0.0
2755,1207,61,1,348.19,0.0
2756,1207,60,1,205.6,0.0
2757,1208,94,1,248.16,0.4
2758,1209,93,1,227.56,0.96
2759,1210,83,2,291.71,0.99
2760,1210,54,1,83.42,2.16
2761,1211,21,1,428.08,0.07
2762,1212,108,2,273.56,0.0
2763,1212,118,1,556.77,2.89
2764,1212,169,1,147.1,6.93
2765,1212,66,2,461.68,2.92
2766,1213,106,1,628.68,3.84
2767,1214,80,1,311.5,1.14
2768,1214,56,4,98.57,11.71
2769,1214,127,1,508.88,0.0
2770,1215,112,1,400.57,2.64
2771,1215,64,1,273.07,0.0
2772,1215,136,1,170.33,7.48
2773,1216,142,1,595.39,2.9
2774,1216,74,2,268.38,5.05
2775,1217,126,1,313.94,2.48
2776,1217,103,1,280.08,0.0
2777,1218,78,2,35.81,0.5
2778,1218,19,1,178.9,0.39
2779,1218,104,4,261.36,0.0
2780,1219,111,2,50.34,2.25
2781,1220,26,1,253.11,8.57
2782,1221,69,1,41.52,0.0
2783,1221,64,1,315.9,2.89
2784,1221,180,1,227.38,4.88
2785,1222,53,1,400.66,7.74
2786,1223,75,2,93.16,0.0
2787,1223,80,1,290.04,
2788,1223,71,1,513.78,7.15
2789,1224,48,2,38.58,8.03
2790,1224,69,1,39.84,0.0
2791,1224,169,1,120.88,5.55
2792,1225,10,2,12.38,11.93
2793,1226,50,3,340.98,8.27
2794,1226,147,1,312.72,3.93
2795,1226,33,2,357.55,3.81
2796,1227,35,1,58.04,2.6
2797,1227,140,1,79.6,9.23
2798,1228,138,1,359.62,8.95
2799,1229,147,1,312.62,0.0
2800,1229,21,1,389.53,0.95
2801,1229,131,1,104.28,18.44
2802,1230,26,1,266.33,2.61
2803,1230,57,1,179.36,4.4
2804,1230,45,3,340.37,0.46
2805,1231,104,1,256.71,5.17
2806,1231,60,1,199.75,5.49
2807,1231,167,1,227.75,2.52
2808,1231,174,1,475.75,5.75
2809,1232,168,1,445.69,4.72
2810,1233,177,1,480.81,0.0
2811,1233,21,1,425.85,2.94
2812,1233,73,2,320.29,0.0
2813,1234,64,4,297.38,0.41
2814,1235,118,1,528.84,4.08
2815,1236,21,2,431.76,2.45
2816,1236,97,1,231.75,1.98
2817,1236,94,2,259.62,4.1
2818,1236,155,3,266.09,6.03
2819,1237,13,1,31.79,0.2
2820,1237,51,2,344.71,4.53
2821,1238,38,1,272.2,0.03
2822,1238,134,1,489.96,3.28
2823,1239,61,1,347.57,0.0
2824,1239,98,1,516.1,9.27
2825,1240,116,2,253.93,14.42
2826,1240,98,1,516.01,1.03
2827,1240,24,3,364.62,4.15
2828,1241,3,1,199.52,0.0
2829,1242,145,1,332.91,1.07
2830,1242,7,2,356.22,2.58
2831,1243,166,2,172.71,9.63
2832,1243,53,1,401.69,8.49
2833,1244,76,2,675.82,0.35
2834,1245,146,1,47.3,3.79
2835,1245,149,2,108.62,2.71
2836,1246,32,3,564.32,0.0
2837,1246,67,1,46.07,1.93
2838,1247,98,2,508.56,7.47
2839,1248,176,3,451.25,0.0
2840,1248,119,1,311.23,2.41
2841,1248,91,1,453.75,0.0
2842,1249,152,3,195.82,0.1
2843,1249,174,1,554.24,2.83
2844,1249,56,1,97.24,5.59
2845,1250,45,2,376.2,0.87
2846,1250,143,1,335.95,0.0
2847,1250,75,2,102.26,4.81
2848,1250,91,4,434.82,4.14
2849,1251,18,2,381.41,0.0
2850,1252,20,2,249.72,0.1
2851,1252,139,1,469.96,0.48
2852,1253,154,2,344.38,5.32
2853,1253,32,1,512.76,7.52
2854,1254,38,3,280.19,8.01
2855,1255,11,2,388.45,0.56
2856,1255,102,1,227.72,0.0
2857,1255,115,2,56.34,4.09
2858,1255,70,2,414.03,0.0
2859,1256,74,2,252.55,1.3
2860,1257,178,3,362.88,5.89
2861,1257,67,2,50.2,5.72
2862,1257,80,1,295.08,3.53
2863,1258,116,2,259.44,5.04
2864,1258,105,1,71.91,5.52
2865,1258,123,4,91.46,9.12
2866,1258,23,1,45.75,5.0
2867,1259,8,1,178.21,2.16
2868,1259,99,1,74.35,
2869,1260,64,2,316.74,6.64
2870,1260,53,4,370.71,4.51
2871,1261,70,1,422.08,1.07
2872,1262,27,3,73.95,0.0
2873,1262,47,2,290.87,3.99
2874,1263,38,1,267.44,2.16
2875,1264,54,1,81.35,6.49
2876,1264,33,3,365.17,0.0
2877,1265,74,2,241.49,1.23
2878,1265,115,1,50.66,2.19
2879,1265,156,2,94.56,0.0
2880,1266,164,1,139.57,0.0
2881,1267,37,1,96.41,6.75
2882,1267,1,1,63.22,4.74
2883,1268,36,2,271.71,1.61
2884,1268,166,2,177.86,4.36
2885,1268,161,1,62.63,2.81
2886,1269,10,3,13.5,0.0
2887,1269,57,2,182.18,6.25
2888,1269,7,3,403.0,0.86
2889,1269,154,1,365.23,6.46
2890,1270,162,1,202.03,3.52
2891,1271,162,2,205.72,4.97
2892,1272,53,3,374.79,2.08
2893,1273,158,1,126.62,2.67
2894,1274,92,3,208.8,5.13
2895,1274,51,1,334.28,
2896,1274,167,3,254.78,10.55
2897,1274,143,1,304.74,0.0
2898,1274,99,1,81.11,0.0
2899,1275,93,3,231.45,8.32
2900,1276,110,2,233.81,4.53
2901,1276,129,1,670.9,0.0
2902,1276,142,1,521.84,11.49
2903,1277,165,1,386.57,3.89
2904,1277,148,1,10.58,0.0
2905,1278,11,1,388.19,0.0
2906,1278,36,2,275.26,2.41
2907,1278,118,3,543.7,0.0
2908,1279,120,1,282.93,1.47
2909,1279,42,4,298.48,4.25
2910,1279,91,1,435.76,0.0
2911,1280,42,1,334.76,0.0
2912,1280,62,1,286.88,0.0
2913,1281,19,1,166.86,5.63
2914,1282,148,1,10.92,0.0
2915,1282,121,1,28.46,2.18
2916,1283,26,3,250.0,0.56
2917,1283,159,1,97.96,2.52
2918,1284,155,2,268.63,5.07
2919,1284,20,1,241.21,1.33
2920,1284,34,3,366.38,3.89
2921,1285,122,1,528.81,0.96
2922,1285,47,1,306.46,2.28
2923,1285,54,1,93.48,2.5
2924,1286,63,3,437.05,7.53
2925,1287,45,3,343.25,7.86
2926,1287,29,2,109.52,6.43
2927,1288,2,1,692.22,4.87
2928,1289,12,2,99.79,6.95
2929,1289,35,1,62.1,4.19
2930,1289,13,1,30.6,10.74
2931,1289,171,2,326.17,0.8
2932,1290,104,2,253.97,
2933,1291,66,2,531.91,5.36
2934,1291,163,1,490.26,5.79
2935,1292,89,2,9.17,3.16
2936,1293,124,1,310.44,14.22
2937,1294,49,1,292.14,5.98
2938,1294,98,1,531.71,5.82
2939,1294,120,3,270.01,9.55
2940,1295,170,1,197.5,4.71
2941,1295,148,1,11.74,9.51
2942,1295,178,3,325.73,3.23
2943,1296,25,3,192.46,3.49
2944,1297,113,1,270.95,1.55
2945,1297,94,1,235.73,0.0
2946,1298,134,1,506.31,0.29
2947,1298,102,1,212.6,6.29
2948,1299,104,4,230.53,0.0
2949,1299,153,1,349.94,8.18
2950,1299,48,1,35.87,10.29
2951,1300,124,2,310.27,0.0
2952,1301,86,2,140.38,0.0
2953,1301,9,1,534.49,0.0
2954,1301,162,1,199.68,0.0
2955,1302,49,1,274.98,0.0
2956,1302,154,2,332.01,9.38
