order_id,customer_id,order_date,status,payment_method,shipping_fee,discount_amount,coupon_code,ship_city,delivery_days
1042,1165,2024-09-11 04:21:00,cancelled,boleto,14.99,0.0,,Campinas,
1043,635,2025-08-06 19:50:00,processing,boleto,4.99,17.23,FREESHIP,Rio de Janeiro,4.0
1044,379,2024-08-16 09:49:00,delivered,credit_card,0.0,9.93,,Fortaleza,3.0
1045,1147,2024-02-26 13:39:00,delivered,credit_card,0.0,4.61,,Recife,1.0
1046,242,2025-04-13 13:57:00,delivered,boleto,8.99,4.65,VIP20,Belo Horizonte,1.0
1047,634,2025-07-29 23:14:00,delivered,debit_card,4.99,0.0,SPRING15,Goiania,9.0
1048,741,2025-10-27 07:57:00,delivered,pix,14.99,13.65,,Sao Paulo,9.0
1049,584,2024-01-04 11:26:00,shipped,boleto,8.99,12.79,,Fortaleza,2.0
1050,890,2024-12-15 00:35:00,delivered,pix,4.99,1.09,FREESHIP,Campinas,3.0
1051,301,2025-03-20 21:17:00,cancelled,paypal,0.0,12.83,,Fortaleza,
1052,775,2024-12-18 13:40:00,delivered,credit_card,4.99,0.0,WELCOME10,Campinas,2.0
1053,987,2025-03-12 03:43:00,processing,pix,0.0,0.0,SPRING15,Porto Alegre,3.0
1054,1171,2024-12-10 03:16:00,shipped,boleto,4.99,14.3,WELCOME10,Brasilia,4.0
1055,493,2025-08-24 09:54:00,shipped,credit_card,4.99,12.29,SPRING15,Sao Paulo,9.0
1056,337,2025-05-04 07:00:00,delivered,credit_card,4.99,0.0,WELCOME10,Fortaleza,1.0
1057,801,2025-02-02 02:03:00,shipped,credit_card,4.99,13.79,,Campinas,2.0
1058,414,2024-03-17 02:42:00,delivered,pix,4.99,21.88,VIP20,Sao Paulo,4.0
1059,99,2024-03-08 12:33:00,delivered,pix,0.0,7.32,,Curitiba,1.0
1060,150,2026-01-25 10:03:00,delivered,paypal,0.0,10.63,,Goiania,8.0
1061,1069,2024-07-19 18:28:00,returned,credit_card,0.0,9.57,WELCOME10,Porto Alegre,7.0
1062,452,2025-10-14 08:17:00,shipped,credit_card,0.0,0.0,,Fortaleza,1.0
1063,577,2025-02-04 05:03:00,delivered,boleto,4.99,2.85,WELCOME10,Recife,8.0
1064,267,2025-09-02 04:22:00,shipped,credit_card,8.99,11.78,FREESHIP,Salvador,1.0
1065,972,2025-01-28 01:10:00,delivered,paypal,4.99,0.0,VIP20,Recife,2.0
1066,1074,2025-11-21 17:16:00,delivered,credit_card,4.99,9.39,,Salvador,2.0
1067,476,2024-04-01 04:59:00,delivered,pix,0.0,5.7,,Belo Horizonte,6.0
1068,707,2025-02-14 03:29:00,delivered,boleto,0.0,9.15,,Belo Horizonte,9.0
1069,337,2025-11-25 03:05:00,delivered,boleto,,1.87,,Recife,3.0
1070,488,2025-06-09 21:20:00,cancelled,debit_card,8.99,13.73,WELCOME10,Fortaleza,
1071,707,2025-01-20 03:12:00,delivered,credit_card,14.99,5.11,,Campinas,4.0
1072,608,2024-11-10 08:37:00,delivered,boleto,0.0,5.47,,Fortaleza,1.0
1073,662,2024-02-18 04:55:00,delivered,pix,4.99,,,Rio de Janeiro,7.0
1074,884,2024-10-09 09:03:00,delivered,credit_card,0.0,8.12,,Rio de Janeiro,4.0
1075,816,2025-04-26 17:06:00,processing,debit_card,14.99,1.88,FREESHIP,Salvador,3.0
1076,1052,2024-06-23 05:04:00,delivered,paypal,0.0,7.14,,Salvador,1.0
1077,1099,2024-07-05 03:40:00,cancelled,credit_card,0.0,6.9,,Recife,
1078,352,2025-08-09 17:21:00,delivered,paypal,14.99,15.08,,Salvador,8.0
1079,479,2026-02-15 13:55:00,delivered,credit_card,14.99,5.44,WELCOME10,Rio de Janeiro,4.0
1080,1056,2024-06-30 17:43:00,delivered,boleto,8.99,14.98,FREESHIP,Fortaleza,6.0
1081,921,2026-01-26 00:31:00,processing,paypal,0.0,5.27,VIP20,Goiania,9.0
1082,244,2025-04-09 15:44:00,delivered,credit_card,4.99,2.78,FREESHIP,Belo Horizonte,1.0
1083,830,2025-06-14 04:55:00,delivered,boleto,4.99,,,Campinas,1.0
1084,295,2024-03-27 21:53:00,processing,pix,8.99,13.66,,Porto Alegre,3.0
1085,327,2024-03-29 12:43:00,delivered,boleto,,14.66,FREESHIP,Salvador,6.0
1086,215,2025-12-04 08:25:00,cancelled,paypal,0.0,10.96,WELCOME10,Campinas,
1087,357,2024-03-15 18:08:00,delivered,credit_card,8.99,11.43,,Fortaleza,6.0
1088,81,2025-07-24 18:34:00,delivered,credit_card,0.0,20.95,FREESHIP,Campinas,5.0
1089,592,2025-07-13 00:10:00,delivered,credit_card,0.0,,SPRING15,Porto Alegre,3.0
1090,70,2025-09-11 22:46:00,shipped,credit_card,4.99,11.15,WELCOME10,Florianopolis,4.0
1091,514,2025-06-03 09:41:00,returned,credit_card,0.0,12.48,WELCOME10,Florianopolis,3.0
1092,1049,2025-07-20 20:04:00,delivered,credit_card,4.99,0.0,WELCOME10,Campinas,2.0
1093,1040,2025-04-13 01:44:00,delivered,credit_card,0.0,0.0,FREESHIP,Belo Horizonte,8.0
1094,1115,2025-02-15 14:24:00,delivered,credit_card,14.99,7.54,,Goiania,8.0
1095,383,2024-01-27 19:28:00,delivered,credit_card,0.0,6.25,,Fortaleza,5.0
1096,131,2026-01-06 20:42:00,processing,credit_card,0.0,4.27,SPRING15,Recife,8.0
1097,1110,2024-06-02 19:36:00,delivered,credit_card,4.99,0.0,VIP20,Brasilia,7.0
1098,266,2024-11-23 16:36:00,delivered,credit_card,4.99,12.35,,Goiania,4.0
1099,1090,2024-11-21 21:33:00,processing,debit_card,8.99,8.84,,Goiania,1.0
1100,487,2025-01-12 01:44:00,returned,debit_card,8.99,7.0,,Porto Alegre,5.0
1101,800,2025-01-25 23:39:00,returned,credit_card,8.99,17.23,WELCOME10,Sao Paulo,6.0
1102,256,2024-06-20 08:57:00,processing,paypal,4.99,0.42,,Porto Alegre,9.0
1103,550,2024-09-14 05:59:00,cancelled,credit_card,8.99,2.79,VIP20,Recife,
1104,402,2024-05-23 11:52:00,delivered,pix,8.99,7.61,,Brasilia,5.0
1105,1091,2026-01-27 18:54:00,processing,boleto,0.0,0.93,WELCOME10,Belo Horizonte,5.0
1106,399,2025-07-13 18:59:00,delivered,credit_card,4.99,2.64,,Rio de Janeiro,2.0
1107,672,2024-07-10 17:48:00,cancelled,pix,4.99,6.21,,Salvador,
1108,365,2024-12-17 12:10:00,delivered,boleto,0.0,16.88,,Florianopolis,3.0
1109,456,2024-12-17 16:38:00,processing,debit_card,0.0,15.59,,Campinas,6.0
1110,218,2025-07-27 22:25:00,shipped,boleto,0.0,15.31,WELCOME10,Salvador,6.0
1111,1063,2024-09-26 12:54:00,delivered,debit_card,0.0,1.87,,Salvador,9.0
1112,589,2024-09-24 07:00:00,delivered,boleto,8.99,4.41,,Goiania,4.0
1113,1050,2025-08-13 02:59:00,shipped,credit_card,4.99,10.54,,Brasilia,2.0
1114,97,2024-07-22 16:53:00,delivered,paypal,8.99,0.0,,Sao Paulo,6.0
1115,177,2025-01-07 06:25:00,delivered,paypal,14.99,0.0,FREESHIP,Rio de Janeiro,5.0
1116,670,2024-12-01 06:06:00,delivered,credit_card,14.99,0.0,WELCOME10,Belo Horizonte,4.0
1117,860,2025-05-02 23:54:00,shipped,debit_card,8.99,0.0,,Salvador,9.0
1118,650,2024-02-16 00:39:00,delivered,pix,0.0,10.24,FREESHIP,Goiania,5.0
1119,224,2024-10-17 02:02:00,processing,credit_card,14.99,4.04,,Campinas,6.0
1120,250,2025-12-13 18:33:00,delivered,credit_card,4.99,0.16,,Brasilia,8.0
1121,979,2024-01-07 08:23:00,delivered,credit_card,4.99,1.16,SPRING15,Campinas,3.0
1122,714,2025-02-15 05:56:00,delivered,paypal,8.99,1.53,,Recife,3.0
1123,853,2024-02-29 10:55:00,delivered,boleto,0.0,0.0,SPRING15,Campinas,9.0
1124,906,2024-10-13 09:55:00,cancelled,boleto,4.99,1.51,,Porto Alegre,
1125,1045,2024-12-11 23:57:00,delivered,credit_card,4.99,0.0,,Fortaleza,5.0
1126,865,2025-01-07 10:50:00,processing,debit_card,4.99,7.29,,Fortaleza,5.0
1127,244,2024-03-25 22:27:00,delivered,credit_card,0.0,10.27,FREESHIP,Sao Paulo,6.0
1128,81,2024-02-13 04:51:00,delivered,boleto,4.99,5.43,,Goiania,5.0
1129,476,2024-03-15 07:08:00,returned,pix,0.0,9.95,VIP20,Rio de Janeiro,2.0
1130,427,2024-01-06 10:21:00,delivered,pix,4.99,4.69,,Goiania,8.0
1131,872,2025-07-22 23:11:00,delivered,boleto,4.99,14.93,WELCOME10,Campinas,2.0
1132,1075,2025-09-23 12:24:00,delivered,credit_card,0.0,3.28,,Florianopolis,8.0
1133,455,2025-03-09 14:57:00,delivered,credit_card,4.99,11.78,VIP20,Recife,8.0
1134,307,2026-02-03 00:08:00,delivered,credit_card,4.99,19.42,WELCOME10,Florianopolis,6.0
1135,344,2025-01-12 09:13:00,cancelled,credit_card,8.99,11.8,SPRING15,Belo Horizonte,
1136,355,2025-12-25 17:51:00,delivered,boleto,4.99,3.72,WELCOME10,Rio de Janeiro,2.0
1137,259,2024-07-23 19:09:00,delivered,pix,8.99,6.79,WELCOME10,Sao Paulo,1.0
1138,773,2026-01-26 00:56:00,processing,credit_card,8.99,2.75,,Salvador,2.0
1139,328,2024-07-27 22:35:00,delivered,credit_card,8.99,15.97,VIP20,Salvador,8.0
1140,828,2025-06-15 22:05:00,processing,pix,4.99,3.38,WELCOME10,Porto Alegre,8.0
1141,984,2025-04-20 10:16:00,delivered,boleto,4.99,2.64,VIP20,Brasilia,6.0
1142,777,2024-06-07 18:02:00,processing,boleto,0.0,0.3,,Goiania,6.0
1143,929,2025-01-26 21:35:00,cancelled,pix,4.99,7.26,,Sao Paulo,
1144,1126,2024-07-05 22:28:00,processing,credit_card,14.99,2.67,FREESHIP,Salvador,2.0
1145,441,2024-07-22 14:50:00,cancelled,boleto,8.99,1.35,,Fortaleza,
1146,1194,2024-07-09 00:20:00,delivered,pix,8.99,13.7,,Fortaleza,3.0
1147,439,2026-01-28 13:56:00,delivered,credit_card,8.99,3.54,SPRING15,Porto Alegre,3.0
1148,1199,2024-03-18 20:19:00,cancelled,credit_card,4.99,3.83,,Belo Horizonte,
1149,342,2024-11-28 20:23:00,delivered,credit_card,4.99,11.5,FREESHIP,Campinas,4.0
1150,417,2024-11-23 17:19:00,shipped,credit_card,0.0,8.03,,Goiania,5.0
1151,949,2026-01-24 23:56:00,delivered,credit_card,0.0,8.76,SPRING15,Curitiba,8.0
1152,507,2024-01-21 18:21:00,shipped,boleto,8.99,16.9,,Salvador,5.0
1153,239,2024-07-03 14:38:00,cancelled,paypal,4.99,7.31,,Salvador,
1154,6,2024-07-10 18:11:00,cancelled,credit_card,4.99,7.56,,Porto Alegre,
1155,505,2025-11-13 19:29:00,delivered,pix,8.99,0.0,,Belo Horizonte,9.0
1156,1005,2025-12-25 10:08:00,delivered,credit_card,14.99,9.01,,Brasilia,9.0
1157,306,2024-01-29 21:48:00,delivered,credit_card,4.99,9.56,,Florianopolis,2.0
1158,112,2025-07-15 06:11:00,shipped,credit_card,4.99,13.49,,Campinas,1.0
1159,1002,2025-09-13 21:56:00,delivered,credit_card,0.0,5.97,,Fortaleza,8.0
1160,898,2024-12-23 21:13:00,delivered,boleto,8.99,3.06,WELCOME10,Belo Horizonte,6.0
1161,1096,2025-02-07 01:51:00,cancelled,credit_card,0.0,6.15,,Sao Paulo,
1162,414,2024-01-18 08:19:00,processing,boleto,4.99,2.95,,Fortaleza,4.0
1163,1176,2024-11-24 03:29:00,delivered,credit_card,4.99,9.25,SPRING15,Belo Horizonte,2.0
1164,1169,2024-04-05 00:49:00,delivered,debit_card,8.99,22.33,,Florianopolis,3.0
1165,714,2025-11-10 00:05:00,delivered,credit_card,4.99,15.07,WELCOME10,Florianopolis,5.0
1166,1048,2024-07-16 01:39:00,delivered,pix,0.0,0.0,WELCOME10,Salvador,4.0
1167,170,2024-08-03 21:37:00,processing,credit_card,8.99,9.4,VIP20,Brasilia,8.0
1168,815,2024-02-19 20:09:00,delivered,debit_card,0.0,0.0,,Goiania,3.0
1169,943,2025-02-23 14:48:00,delivered,debit_card,4.99,0.76,,Florianopolis,3.0
1170,183,2024-04-28 03:24:00,processing,pix,0.0,9.34,WELCOME10,Sao Paulo,7.0
1171,248,2025-09-24 23:02:00,delivered,paypal,8.99,0.0,VIP20,Florianopolis,8.0
1172,1084,2026-02-17 14:59:00,processing,credit_card,4.99,3.8,,Florianopolis,4.0
1173,439,2024-02-07 09:36:00,delivered,credit_card,4.99,15.28,,Campinas,4.0
1174,28,2025-11-07 05:29:00,delivered,credit_card,0.0,23.56,,Curitiba,5.0
1175,361,2024-04-12 02:18:00,delivered,boleto,8.99,18.65,WELCOME10,Goiania,1.0
1176,1075,2024-05-23 10:55:00,delivered,debit_card,8.99,5.65,VIP20,Brasilia,1.0
1177,308,2025-09-02 09:24:00,delivered,credit_card,,4.24,WELCOME10,Belo Horizonte,3.0
1178,752,2024-12-24 23:24:00,returned,paypal,8.99,16.57,,Sao Paulo,2.0
1179,440,2026-01-02 21:36:00,delivered,pix,0.0,0.0,,Salvador,6.0
1180,35,2024-04-09 07:29:00,processing,pix,14.99,7.46,,Porto Alegre,2.0
1181,1126,2024-11-30 17:23:00,shipped,credit_card,4.99,12.9,,Belo Horizonte,7.0
1182,56,2024-09-22 02:56:00,delivered,credit_card,4.99,16.26,,Sao Paulo,3.0
1183,866,2024-05-06 11:39:00,delivered,credit_card,0.0,13.65,,Curitiba,3.0
1184,124,2024-06-19 19:39:00,processing,credit_card,8.99,6.71,,Rio de Janeiro,1.0
1185,884,2025-03-12 18:01:00,shipped,credit_card,14.99,0.72,,Curitiba,7.0
1186,1088,2025-10-27 03:21:00,delivered,pix,0.0,0.0,SPRING15,Goiania,6.0
1187,16,2024-08-15 22:45:00,delivered,credit_card,4.99,20.74,WELCOME10,Sao Paulo,5.0
1188,744,2025-02-19 15:36:00,delivered,pix,4.99,0.0,,Curitiba,8.0
1189,133,2025-01-14 14:37:00,shipped,pix,8.99,3.99,,Brasilia,6.0
1190,505,2024-09-14 15:53:00,cancelled,credit_card,4.99,2.0,,Curitiba,
1191,946,2025-03-20 00:07:00,delivered,credit_card,4.99,18.34,VIP20,Campinas,1.0
1192,252,2024-02-09 06:01:00,delivered,credit_card,4.99,10.23,,Recife,7.0
1193,566,2024-04-02 15:10:00,delivered,paypal,4.99,10.4,,Campinas,7.0
1194,200,2026-01-14 21:23:00,shipped,pix,0.0,13.88,,Florianopolis,8.0
1195,222,2024-12-16 22:03:00,delivered,credit_card,8.99,5.31,,Recife,8.0
1196,928,2024-04-14 07:03:00,delivered,credit_card,8.99,0.08,SPRING15,Sao Paulo,8.0
1197,590,2025-01-04 16:17:00,delivered,credit_card,4.99,18.21,,Brasilia,8.0
1198,234,2025-12-21 06:01:00,cancelled,pix,,2.5,,Porto Alegre,
1199,1089,2025-06-24 21:22:00,delivered,credit_card,8.99,9.72,WELCOME10,Curitiba,8.0
1200,1017,2024-01-31 06:07:00,processing,credit_card,,3.62,,Goiania,9.0
1201,411,2025-09-13 12:10:00,delivered,pix,0.0,19.67,FREESHIP,Recife,8.0
1202,895,2024-06-01 02:22:00,delivered,credit_card,4.99,5.24,FREESHIP,Florianopolis,2.0
1203,973,2024-01-20 01:03:00,shipped,pix,8.99,5.19,,Curitiba,5.0
1204,677,2025-10-03 18:01:00,delivered,boleto,0.0,8.1,,Fortaleza,2.0
1205,995,2025-11-13 14:07:00,delivered,boleto,0.0,0.0,SPRING15,Curitiba,5.0
1206,1200,2024-08-29 17:49:00,shipped,debit_card,4.99,8.9,,Florianopolis,9.0
1207,553,2025-08-10 00:20:00,delivered,debit_card,4.99,7.7,,Porto Alegre,4.0
1208,353,2024-02-13 08:39:00,delivered,pix,4.99,6.05,VIP20,Goiania,9.0
1209,1018,2025-02-08 19:33:00,delivered,boleto,14.99,0.0,,Belo Horizonte,8.0
1210,949,2025-08-27 14:43:00,delivered,credit_card,8.99,0.0,VIP20,Campinas,2.0
1211,600,2024-04-14 13:58:00,delivered,credit_card,14.99,5.51,,Salvador,7.0
1212,588,2024-02-20 15:30:00,delivered,boleto,4.99,0.0,VIP20,Porto Alegre,5.0
1213,895,2024-07-06 06:47:00,delivered,paypal,8.99,7.62,,Fortaleza,9.0
1214,1165,2024-04-26 19:28:00,delivered,paypal,4.99,17.03,WELCOME10,Curitiba,1.0
1215,339,2025-03-17 21:08:00,delivered,credit_card,8.99,6.13,VIP20,Salvador,1.0
1216,1108,2024-06-24 03:05:00,delivered,credit_card,8.99,6.0,FREESHIP,Goiania,7.0
1217,57,2025-10-07 21:40:00,delivered,pix,4.99,6.24,FREESHIP,Campinas,5.0
1218,172,2024-08-28 11:43:00,shipped,debit_card,8.99,0.33,SPRING15,Fortaleza,9.0
1219,919,2024-05-30 03:05:00,cancelled,boleto,4.99,0.0,,Florianopolis,
1220,1101,2025-05-30 20:37:00,shipped,credit_card,8.99,6.84,SPRING15,Rio de Janeiro,5.0
1221,1120,2025-02-12 08:19:00,cancelled,credit_card,8.99,10.64,WELCOME10,Rio de Janeiro,
1222,925,2024-12-30 16:32:00,shipped,pix,4.99,17.77,WELCOME10,Campinas,4.0
1223,766,2025-03-24 00:34:00,delivered,credit_card,0.0,,,Campinas,3.0
1224,96,2025-03-04 15:20:00,delivered,paypal,0.0,5.84,,Brasilia,8.0
1225,387,2025-01-24 18:05:00,delivered,credit_card,8.99,8.4,,Goiania,5.0
1226,173,2024-06-10 16:57:00,delivered,credit_card,8.99,6.5,,Brasilia,8.0
1227,868,2025-07-27 16:09:00,delivered,pix,8.99,5.24,SPRING15,Goiania,8.0
1228,978,2025-11-11 20:03:00,shipped,credit_card,14.99,14.63,,Florianopolis,5.0
1229,242,2024-09-21 02:50:00,returned,pix,4.99,9.06,WELCOME10,Salvador,7.0
1230,1131,2025-10-19 07:11:00,delivered,credit_card,8.99,10.36,,Florianopolis,8.0
1231,1133,2025-07-25 07:21:00,delivered,paypal,4.99,17.46,,Salvador,7.0
1232,1190,2025-11-05 21:41:00,delivered,credit_card,8.99,17.73,,Fortaleza,7.0
1233,864,2025-12-19 20:18:00,delivered,credit_card,4.99,4.64,WELCOME10,Curitiba,7.0
1234,880,2024-01-27 08:28:00,delivered,credit_card,0.0,8.09,,Sao Paulo,9.0
1235,314,2025-07-28 10:06:00,delivered,debit_card,14.99,1.63,FREESHIP,Porto Alegre,7.0
1236,1188,2026-02-17 07:52:00,delivered,credit_card,0.0,6.28,VIP20,Sao Paulo,7.0
1237,1030,2025-08-10 07:17:00,delivered,pix,4.99,11.33,,Belo Horizonte,9.0
1238,85,2025-03-22 04:16:00,delivered,boleto,0.0,3.29,WELCOME10,Campinas,7.0
1239,912,2025-09-08 18:04:00,delivered,credit_card,4.99,4.27,,Rio de Janeiro,7.0
1240,615,2024-03-16 06:53:00,delivered,credit_card,4.99,4.3,,Florianopolis,2.0
1241,509,2025-01-01 21:48:00,shipped,pix,0.0,24.06,WELCOME10,Florianopolis,3.0
1242,835,2024-04-20 07:13:00,delivered,pix,4.99,5.06,WELCOME10,Porto Alegre,8.0
1243,383,2024-09-11 01:58:00,cancelled,paypal,8.99,0.98,WELCOME10,Rio de Janeiro,
1244,821,2024-12-06 22:01:00,delivered,credit_card,8.99,11.0,,Curitiba,3.0
1245,1015,2024-05-28 08:07:00,delivered,pix,0.0,8.16,,Belo Horizonte,2.0
1246,593,2024-10-07 00:50:00,delivered,paypal,4.99,2.56,VIP20,Florianopolis,7.0
1247,992,2026-02-04 02:49:00,delivered,debit_card,14.99,21.24,WELCOME10,Campinas,9.0
1248,1174,2026-02-10 17:40:00,cancelled,boleto,0.0,11.54,,Florianopolis,
1249,6,2025-02-14 14:53:00,shipped,boleto,4.99,2.0,,Salvador,9.0
1250,555,2025-02-27 16:54:00,shipped,debit_card,8.99,11.51,FREESHIP,Fortaleza,2.0
1251,379,2025-02-07 20:24:00,delivered,credit_card,8.99,9.22,,Campinas,5.0
1252,510,2025-12-16 18:25:00,delivered,pix,4.99,14.92,,Recife,9.0
1253,1162,2024-11-15 22:57:00,delivered,credit_card,0.0,0.0,FREESHIP,Porto Alegre,2.0
1254,101,2024-04-23 03:39:00,delivered,debit_card,8.99,0.17,,Sao Paulo,3.0
1255,979,2025-01-04 07:44:00,delivered,pix,4.99,,WELCOME10,Rio de Janeiro,7.0
1256,145,2025-04-30 02:27:00,delivered,credit_card,0.0,6.55,,Campinas,1.0
1257,809,2024-07-31 13:20:00,delivered,credit_card,4.99,16.81,,Brasilia,4.0
1258,205,2025-06-11 18:16:00,processing,credit_card,0.0,0.0,SPRING15,Salvador,6.0
1259,16,2024-02-20 00:38:00,cancelled,credit_card,14.99,0.31,,Brasilia,
1260,612,2025-06-27 18:16:00,shipped,pix,4.99,0.0,SPRING15,Recife,3.0
1261,562,2026-01-28 17:39:00,cancelled,credit_card,8.99,4.01,WELCOME10,Sao Paulo,
1262,670,2025-03-22 08:10:00,processing,paypal,4.99,23.82,WELCOME10,Porto Alegre,1.0
1263,868,2025-01-07 15:48:00,delivered,paypal,4.99,17.99,,Fortaleza,8.0
1264,923,2024-11-11 10:14:00,processing,paypal,14.99,3.16,,Sao Paulo,4.0
1265,871,2024-05-13 07:54:00,delivered,debit_card,8.99,0.0,,Recife,6.0
1266,268,2025-10-10 05:49:00,delivered,credit_card,4.99,14.22,WELCOME10,Rio de Janeiro,7.0
1267,813,2025-10-09 10:38:00,processing,pix,4.99,0.0,,Florianopolis,6.0
1268,872,2024-06-13 05:07:00,delivered,boleto,0.0,1.72,FREESHIP,Salvador,3.0
1269,877,2025-05-04 22:42:00,delivered,credit_card,4.99,11.51,,Porto Alegre,8.0
1270,138,2025-02-03 00:06:00,shipped,boleto,14.99,1.83,,Rio de Janeiro,2.0
1271,190,2025-01-16 16:52:00,shipped,pix,8.99,9.7,,Recife,5.0
1272,123,2024-01-07 17:00:00,shipped,credit_card,4.99,9.02,WELCOME10,Recife,2.0
1273,986,2025-12-29 15:35:00,delivered,credit_card,8.99,0.0,,Fortaleza,3.0
1274,734,2025-03-30 00:59:00,delivered,credit_card,4.99,18.14,,Recife,5.0
1275,539,2024-06-17 20:51:00,processing,debit_card,8.99,0.0,,Brasilia,7.0
1276,110,2024-07-27 16:16:00,delivered,boleto,8.99,10.59,,Porto Alegre,4.0
1277,467,2025-03-16 11:44:00,delivered,boleto,8.99,8.3,,Salvador,7.0
1278,1135,2024-12-24 20:10:00,delivered,pix,8.99,4.82,SPRING15,Brasilia,6.0
1279,635,2024-05-10 03:42:00,processing,credit_card,4.99,7.68,SPRING15,Porto Alegre,9.0
1280,519,2025-01-05 08:03:00,shipped,paypal,0.0,10.71,WELCOME10,Curitiba,1.0
1281,753,2024-10-19 20:29:00,processing,credit_card,8.99,7.13,WELCOME10,Rio de Janeiro,6.0
1282,229,2024-05-23 06:09:00,delivered,boleto,8.99,9.47,,Florianopolis,8.0
1283,1007,2025-11-29 19:46:00,delivered,credit_card,8.99,16.38,,Recife,2.0
1284,423,2024-09-05 21:18:00,shipped,credit_card,0.0,,,Campinas,3.0
1285,1104,2025-01-23 21:10:00,delivered,pix,8.99,9.08,,Sao Paulo,2.0
1286,1112,2024-03-03 02:38:00,delivered,boleto,4.99,0.35,SPRING15,Curitiba,7.0
1287,674,2026-01-01 20:12:00,delivered,boleto,0.0,5.59,,Belo Horizonte,1.0
1288,666,2026-01-06 17:32:00,delivered,credit_card,4.99,10.12,,Porto Alegre,3.0
1289,471,2024-11-08 00:02:00,shipped,credit_card,14.99,0.0,,Recife,2.0
1290,903,2025-04-30 16:18:00,delivered,paypal,14.99,0.0,WELCOME10,Porto Alegre,9.0
1291,353,2024-10-12 08:16:00,delivered,paypal,0.0,0.0,WELCOME10,Campinas,6.0
1292,431,2025-07-01 11:44:00,returned,pix,4.99,9.25,,Salvador,2.0
1293,1132,2024-04-19 00:41:00,delivered,paypal,8.99,0.0,,Brasilia,6.0
1294,1100,2025-04-12 16:32:00,cancelled,credit_card,0.0,3.7,,Florianopolis,
1295,791,2025-09-29 18:37:00,processing,credit_card,8.99,11.04,FREESHIP,Brasilia,7.0
1296,125,2024-11-09 10:30:00,delivered,credit_card,8.99,8.0,,Salvador,3.0
1297,282,2024-09-16 12:14:00,processing,credit_card,4.99,3.86,,Fortaleza,1.0
1298,1107,2026-02-04 12:45:00,delivered,paypal,8.99,0.0,FREESHIP,Belo Horizonte,5.0
1299,1141,2025-10-26 07:37:00,processing,boleto,4.99,8.58,VIP20,Fortaleza,8.0
1300,212,2024-06-03 03:41:00,delivered,paypal,4.99,8.57,VIP20,Brasilia,9.0
1301,1161,2024-08-03 05:33:00,shipped,credit_card,8.99,17.22,SPRING15,Campinas,9.0
1302,435,2024-06-20 04:07:00,delivered,credit_card,4.99,,,Belo Horizonte,1.0
1303,360,2024-01-03 00:04:00,processing,pix,4.99,0.0,WELCOME10,Rio de Janeiro,9.0
1304,93,2024-01-31 16:53:00,returned,pix,4.99,7.65,,Florianopolis,9.0
1305,792,2024-05-04 00:35:00,delivered,boleto,0.0,6.4,WELCOME10,Recife,2.0
1306,191,2024-10-22 01:58:00,shipped,pix,0.0,5.47,,Porto Alegre,4.0
1307,500,2025-10-18 02:37:00,delivered,pix,4.99,6.56,VIP20,Curitiba,9.0
1308,863,2026-02-08 17:41:00,delivered,debit_card,4.99,0.0,,Fortaleza,3.0
1309,648,2025-11-23 03:02:00,delivered,paypal,4.99,8.69,WELCOME10,Sao Paulo,1.0
1310,937,2026-02-08 12:58:00,shipped,credit_card,,8.86,VIP20,Curitiba,3.0
1311,675,2026-01-30 18:24:00,cancelled,paypal,8.99,3.02,,Sao Paulo,
1312,95,2025-03-22 13:57:00,shipped,pix,8.99,1.39,WELCOME10,Sao Paulo,7.0
1313,805,2025-01-14 09:55:00,shipped,debit_card,4.99,7.22,FREESHIP,Belo Horizonte,2.0
1314,578,2024-01-02 14:34:00,delivered,boleto,0.0,16.37,,Fortaleza,6.0
1315,551,2025-09-25 15:02:00,returned,credit_card,0.0,11.31,,Campinas,9.0
1316,399,2025-03-16 13:35:00,delivered,credit_card,0.0,0.0,,Campinas,4.0
1317,1163,2025-08-01 19:25:00,delivered,credit_card,0.0,14.61,,Sao Paulo,3.0
1318,1082,2024-08-27 17:27:00,processing,pix,8.99,9.91,,Fortaleza,9.0
1319,243,2025-04-28 16:43:00,cancelled,pix,4.99,4.79,FREESHIP,Fortaleza,
1320,149,2025-01-07 00:23:00,delivered,pix,8.99,8.17,WELCOME10,Rio de Janeiro,7.0
1321,1167,2025-04-10 12:01:00,delivered,pix,4.99,9.8,,Brasilia,4.0
1322,884,2025-12-19 11:29:00,delivered,pix,14.99,13.03,WELCOME10,Brasilia,9.0
1323,779,2024-01-16 09:05:00,cancelled,pix,8.99,,,Fortaleza,
1324,755,2024-05-22 02:50:00,delivered,credit_card,8.99,9.17,,Rio de Janeiro,8.0
1325,944,2025-05-13 14:18:00,delivered,credit_card,4.99,4.14,VIP20,Curitiba,2.0
1326,789,2025-09-08 05:50:00,delivered,pix,8.99,11.71,FREESHIP,Goiania,2.0
1327,1130,2024-05-28 08:05:00,delivered,pix,8.99,14.23,VIP20,Brasilia,7.0
1328,334,2024-05-24 19:30:00,delivered,debit_card,0.0,13.78,,Sao Paulo,6.0
1329,542,2026-01-08 23:23:00,processing,pix,14.99,2.14,FREESHIP,Campinas,5.0
1330,710,2025-11-28 09:23:00,cancelled,pix,0.0,0.0,VIP20,Porto Alegre,
1331,892,2025-06-01 04:00:00,delivered,paypal,4.99,0.59,,Salvador,3.0
