touch_id,customer_id,campaign_name,channel,sent_at,opened,clicked,converted,device_type
380,1191,Back to School,email,2024-11-15 04:00:00,1,0,1,mobile
381,1012,Holiday Push,push,2024-06-28 15:00:00,0,0,0,mobile
382,178,Retention Nudge,social_ad,2024-12-15 00:00:00,1,0,0,mobile
383,300,Winback Flow,social_ad,2025-09-09 06:00:00,1,0,0,desktop
384,836,Referral Blast,email,2025-01-03 04:00:00,1,0,0,mobile
385,573,Referral Blast,push,2025-03-27 09:00:00,1,0,0,desktop
386,355,Winback Flow,email,2024-05-20 05:00:00,0,0,0,desktop
387,790,Winback Flow,email,2024-04-02 13:00:00,0,1,0,tablet
388,728,Back to School,email,2024-02-29 19:00:00,1,0,0,mobile
389,1043,Referral Blast,sms,2024-06-27 06:00:00,0,0,0,mobile
390,1122,Black Friday,email,2024-04-14 08:00:00,1,0,0,desktop
391,590,Back to School,push,2025-04-05 02:00:00,1,0,0,mobile
392,45,Retention Nudge,social_ad,2024-07-04 23:00:00,0,0,0,mobile
393,456,Black Friday,social_ad,2026-01-18 22:00:00,0,0,1,mobile
394,935,Creator Campaign,social_ad,2025-11-11 10:00:00,0,0,0,mobile
395,452,Referral Blast,email,2025-05-25 14:00:00,1,1,1,mobile
396,520,Creator Campaign,email,2024-05-03 05:00:00,1,1,0,mobile
397,503,Referral Blast,email,2024-02-21 09:00:00,0,0,0,desktop
398,437,Back to School,sms,2025-06-13 12:00:00,1,1,1,desktop
399,470,Winback Flow,social_ad,2025-01-19 04:00:00,1,0,0,tablet
400,693,Creator Campaign,social_ad,2024-03-10 15:00:00,1,1,0,mobile
401,418,Winback Flow,email,2025-10-16 11:00:00,0,1,0,desktop
402,957,Referral Blast,push,2024-08-11 23:00:00,0,0,0,mobile
403,610,Back to School,sms,2024-07-23 20:00:00,1,1,0,mobile
404,885,Creator Campaign,sms,2025-05-09 14:00:00,0,0,0,mobile
405,890,Winback Flow,sms,2024-08-10 01:00:00,1,0,0,tablet
406,730,Back to School,email,2024-11-23 17:00:00,0,0,0,mobile
407,930,Referral Blast,push,2025-06-05 04:00:00,0,0,0,desktop
408,615,Creator Campaign,push,2025-03-17 11:00:00,0,0,0,mobile
409,139,Back to School,email,2025-10-06 12:00:00,1,0,0,desktop
410,1136,Retention Nudge,email,2024-12-19 21:00:00,1,0,0,desktop
411,449,Winback Flow,email,2025-08-06 15:00:00,1,0,0,mobile
412,502,Black Friday,email,2025-10-12 00:00:00,1,0,0,mobile
413,1045,Black Friday,email,2025-12-30 15:00:00,1,0,0,tablet
414,211,Referral Blast,email,2024-11-24 16:00:00,1,0,0,mobile
415,639,Summer Promo,push,2024-10-01 21:00:00,0,0,0,desktop
416,1161,Summer Promo,social_ad,2025-10-14 04:00:00,1,0,0,mobile
417,409,Creator Campaign,push,2025-06-20 22:00:00,0,0,0,desktop
418,958,Referral Blast,email,2025-02-22 17:00:00,0,0,0,mobile
419,44,Back to School,push,2025-02-23 03:00:00,1,0,0,mobile
420,49,Winback Flow,sms,2025-04-16 10:00:00,1,0,0,mobile
421,161,Winback Flow,social_ad,2024-11-20 12:00:00,0,0,0,desktop
422,711,Retention Nudge,email,2024-04-11 22:00:00,0,0,0,mobile
423,199,Winback Flow,social_ad,2024-12-27 11:00:00,1,0,1,desktop
424,613,Summer Promo,email,2024-02-14 15:00:00,1,0,0,desktop
425,1117,Holiday Push,social_ad,2025-09-01 20:00:00,1,1,0,desktop
426,1068,Black Friday,social_ad,2024-05-05 17:00:00,1,0,0,desktop
427,781,Summer Promo,email,2025-02-15 19:00:00,1,0,1,desktop
428,763,Creator Campaign,email,2024-04-16 02:00:00,1,0,0,mobile
429,57,Winback Flow,sms,2025-07-22 16:00:00,1,0,0,mobile
430,148,Referral Blast,sms,2024-03-06 15:00:00,0,0,1,desktop
431,898,Creator Campaign,email,2026-01-21 16:00:00,1,0,0,mobile
432,935,Creator Campaign,social_ad,2024-05-09 18:00:00,1,0,0,mobile
433,382,Creator Campaign,email,2024-01-09 02:00:00,0,0,0,mobile
434,438,Holiday Push,email,2025-02-28 16:00:00,0,0,0,desktop
435,730,Summer Promo,social_ad,2025-10-19 03:00:00,1,1,0,desktop
436,346,Black Friday,push,2026-02-15 12:00:00,1,0,0,mobile
437,382,Winback Flow,social_ad,2025-10-25 08:00:00,1,1,0,mobile
438,100,Winback Flow,email,2024-03-02 12:00:00,1,0,0,mobile
439,142,Back to School,email,2025-01-18 20:00:00,1,0,1,mobile
440,987,Back to School,email,2024-04-08 12:00:00,1,0,0,mobile
441,22,Black Friday,email,2025-03-03 19:00:00,1,0,0,mobile
442,506,Creator Campaign,email,2024-12-17 08:00:00,1,0,0,mobile
443,831,Winback Flow,email,2024-12-07 04:00:00,0,0,0,mobile
444,138,Back to School,sms,2025-07-18 04:00:00,1,0,0,mobile
445,917,Creator Campaign,push,2025-09-11 09:00:00,0,0,0,tablet
446,3,Creator Campaign,email,2024-03-26 18:00:00,0,1,1,mobile
447,507,Winback Flow,email,2025-12-10 04:00:00,1,1,0,mobile
448,216,Holiday Push,email,2024-06-26 15:00:00,0,0,0,desktop
449,971,Back to School,email,2024-02-02 22:00:00,1,0,0,desktop
450,697,Retention Nudge,social_ad,2024-09-09 04:00:00,1,0,0,desktop
451,287,Holiday Push,email,2025-04-07 11:00:00,1,0,0,desktop
452,492,Retention Nudge,push,2024-05-03 05:00:00,1,1,1,mobile
453,613,Creator Campaign,email,2024-02-06 06:00:00,1,0,0,mobile
454,1155,Winback Flow,email,2025-06-04 19:00:00,1,0,0,desktop
455,665,Winback Flow,email,2025-10-13 01:00:00,1,0,1,mobile
456,515,Back to School,social_ad,2025-02-23 22:00:00,1,1,0,tablet
457,907,Creator Campaign,email,2024-07-28 02:00:00,1,1,0,mobile
458,118,Summer Promo,email,2024-05-20 02:00:00,1,0,0,mobile
459,574,Back to School,push,2025-10-23 20:00:00,0,0,0,mobile
460,137,Back to School,sms,2025-02-08 06:00:00,1,1,0,desktop
461,792,Retention Nudge,push,2024-03-13 16:00:00,1,1,0,desktop
462,932,Retention Nudge,social_ad,2026-02-19 23:00:00,1,0,0,tablet
463,137,Summer Promo,email,2024-01-17 20:00:00,1,0,0,desktop
464,1014,Creator Campaign,email,2025-08-02 17:00:00,1,1,0,mobile
465,717,Back to School,social_ad,2025-07-01 06:00:00,0,0,0,mobile
466,655,Referral Blast,email,2024-01-21 21:00:00,0,0,0,desktop
467,741,Black Friday,push,2024-11-04 09:00:00,1,0,0,desktop
468,224,Creator Campaign,email,2025-09-26 06:00:00,1,0,0,desktop
469,456,Creator Campaign,social_ad,2025-07-14 03:00:00,0,0,0,mobile
470,736,Referral Blast,social_ad,2024-04-07 04:00:00,1,1,0,mobile
471,8,Black Friday,social_ad,2024-10-26 14:00:00,0,0,0,desktop
472,1024,Retention Nudge,sms,2025-08-14 18:00:00,0,0,0,desktop
473,212,Creator Campaign,sms,2024-07-16 08:00:00,1,0,0,mobile
474,44,Creator Campaign,email,2024-08-29 11:00:00,0,0,0,mobile
475,13,Summer Promo,email,2024-12-16 08:00:00,0,0,0,desktop
476,521,Holiday Push,email,2025-04-05 13:00:00,1,0,1,desktop
477,225,Referral Blast,push,2026-02-08 15:00:00,1,0,0,mobile
478,788,Retention Nudge,social_ad,2025-10-27 17:00:00,0,0,0,mobile
479,553,Back to School,email,2025-12-09 04:00:00,0,0,0,mobile
480,1123,Retention Nudge,sms,2024-07-15 13:00:00,1,1,0,desktop
481,389,Black Friday,email,2025-12-07 03:00:00,1,0,0,desktop
482,683,Creator Campaign,email,2024-03-31 09:00:00,0,0,0,mobile
483,577,Black Friday,social_ad,2024-08-27 19:00:00,1,0,0,mobile
484,18,Referral Blast,sms,2025-07-20 20:00:00,1,0,0,desktop
485,47,Creator Campaign,email,2025-04-24 04:00:00,0,1,0,mobile
486,513,Retention Nudge,social_ad,2025-03-27 17:00:00,1,1,0,mobile
487,1061,Back to School,push,2026-01-16 11:00:00,1,0,0,mobile
488,1098,Black Friday,social_ad,2024-10-10 10:00:00,1,0,0,mobile
489,363,Retention Nudge,social_ad,2024-11-04 01:00:00,0,0,0,mobile
490,909,Black Friday,email,2024-05-15 05:00:00,1,0,0,tablet
491,776,Winback Flow,email,2026-01-07 15:00:00,0,0,0,tablet
492,266,Creator Campaign,email,2025-12-03 00:00:00,1,0,0,desktop
493,112,Winback Flow,email,2024-04-08 17:00:00,1,0,0,desktop
494,994,Referral Blast,social_ad,2025-03-09 13:00:00,1,0,0,mobile
495,363,Holiday Push,social_ad,2024-05-09 10:00:00,1,0,0,mobile
496,394,Holiday Push,email,2025-04-04 18:00:00,1,1,0,desktop
497,582,Holiday Push,email,2026-02-08 23:00:00,1,0,0,desktop
498,719,Retention Nudge,email,2024-09-17 08:00:00,0,1,0,mobile
499,79,Retention Nudge,email,2024-05-05 22:00:00,0,1,0,mobile
500,1002,Black Friday,social_ad,2025-02-19 14:00:00,1,1,0,mobile
501,295,Holiday Push,email,2024-10-31 20:00:00,0,1,0,mobile
502,16,Creator Campaign,email,2024-03-07 23:00:00,1,0,0,desktop
503,394,Retention Nudge,email,2026-02-15 17:00:00,1,0,0,desktop
504,428,Creator Campaign,email,2024-01-16 13:00:00,0,0,0,mobile
505,605,Retention Nudge,push,2026-01-11 08:00:00,1,1,0,mobile
506,1004,Referral Blast,push,2024-07-23 23:00:00,0,0,0,mobile
507,1063,Holiday Push,email,2024-04-15 00:00:00,1,0,0,mobile
508,680,Winback Flow,email,2024-09-19 05:00:00,1,1,0,desktop
509,709,Black Friday,push,2025-03-31 23:00:00,1,0,0,mobile
510,470,Referral Blast,push,2024-10-03 05:00:00,1,0,0,desktop
511,692,Black Friday,social_ad,2025-04-16 07:00:00,1,1,0,mobile
512,529,Summer Promo,push,2024-08-03 22:00:00,0,1,0,tablet
513,258,Summer Promo,email,2025-08-02 14:00:00,1,0,0,desktop
514,859,Summer Promo,push,2024-11-14 16:00:00,1,0,0,desktop
515,1044,Back to School,email,2025-06-16 19:00:00,1,0,0,mobile
516,397,Creator Campaign,sms,2025-10-28 20:00:00,1,0,0,mobile
517,681,Holiday Push,social_ad,2024-06-18 05:00:00,0,0,0,mobile
518,54,Holiday Push,social_ad,2024-08-14 10:00:00,1,0,0,mobile
519,917,Holiday Push,social_ad,2024-07-07 05:00:00,1,0,0,desktop
520,811,Retention Nudge,email,2025-04-01 08:00:00,1,1,0,mobile
521,16,Winback Flow,email,2025-10-17 18:00:00,1,0,0,mobile
522,1061,Referral Blast,push,2024-07-16 07:00:00,0,0,0,mobile
523,227,Back to School,email,2024-09-17 15:00:00,1,0,1,mobile
524,20,Winback Flow,social_ad,2024-08-12 15:00:00,0,0,0,desktop
525,1012,Holiday Push,social_ad,2024-12-13 16:00:00,1,0,0,mobile
526,1006,Referral Blast,email,2025-12-04 22:00:00,1,0,0,tablet
527,288,Winback Flow,social_ad,2026-01-15 10:00:00,0,0,0,mobile
528,169,Winback Flow,email,2024-06-15 05:00:00,1,0,0,mobile
529,329,Winback Flow,push,2025-11-30 20:00:00,1,0,0,mobile
530,69,Referral Blast,email,2026-01-10 01:00:00,1,0,0,desktop
531,26,Creator Campaign,email,2026-01-21 09:00:00,1,0,0,mobile
532,440,Retention Nudge,email,2025-10-11 04:00:00,1,0,0,mobile
533,273,Back to School,email,2025-11-08 08:00:00,1,0,0,mobile
534,464,Retention Nudge,email,2024-02-18 06:00:00,0,1,0,mobile
535,981,Referral Blast,email,2025-11-25 17:00:00,1,0,0,mobile
536,1133,Black Friday,email,2025-10-17 06:00:00,1,0,0,mobile
537,431,Holiday Push,push,2024-11-04 11:00:00,1,0,0,desktop
538,112,Referral Blast,email,2025-01-02 01:00:00,1,0,0,mobile
539,643,Referral Blast,email,2024-05-08 03:00:00,1,0,0,mobile
540,843,Summer Promo,social_ad,2025-11-10 23:00:00,0,1,0,mobile
541,407,Creator Campaign,email,2024-09-02 17:00:00,1,0,1,desktop
542,851,Holiday Push,email,2025-02-16 12:00:00,1,0,0,mobile
543,387,Black Friday,push,2025-08-02 08:00:00,0,0,0,mobile
544,1040,Summer Promo,email,2025-02-20 10:00:00,1,0,0,desktop
545,623,Creator Campaign,social_ad,2025-01-19 23:00:00,0,0,0,mobile
546,1182,Black Friday,email,2025-09-23 02:00:00,1,1,0,desktop
547,658,Referral Blast,email,2025-05-06 17:00:00,0,0,1,mobile
548,451,Winback Flow,email,2025-12-11 03:00:00,0,0,0,desktop
549,635,Creator Campaign,email,2025-12-27 20:00:00,1,0,0,desktop
550,657,Retention Nudge,push,2024-10-27 10:00:00,1,0,0,mobile
551,331,Creator Campaign,email,2024-09-10 22:00:00,0,1,0,mobile
552,1020,Holiday Push,email,2025-09-02 12:00:00,1,0,1,mobile
553,1007,Referral Blast,social_ad,2025-05-24 06:00:00,1,0,0,mobile
554,639,Retention Nudge,email,2024-11-18 18:00:00,1,0,0,desktop
555,429,Black Friday,push,2024-06-08 17:00:00,0,0,1,desktop
556,1114,Holiday Push,sms,2024-03-31 16:00:00,1,1,0,desktop
557,807,Retention Nudge,email,2025-06-21 21:00:00,1,0,0,desktop
558,858,Holiday Push,social_ad,2024-04-21 12:00:00,0,1,0,desktop
559,500,Summer Promo,email,2025-02-13 07:00:00,1,0,0,mobile
560,1049,Creator Campaign,push,2024-11-02 05:00:00,1,1,1,mobile
561,168,Retention Nudge,email,2024-02-05 19:00:00,0,0,0,desktop
562,532,Creator Campaign,email,2024-04-09 10:00:00,0,0,0,mobile
563,777,Black Friday,push,2026-01-19 03:00:00,1,0,0,mobile
564,605,Retention Nudge,email,2025-06-06 05:00:00,1,0,0,desktop
565,935,Winback Flow,email,2025-09-12 14:00:00,1,0,0,desktop
566,531,Back to School,sms,2024-01-06 11:00:00,1,1,0,desktop
567,234,Back to School,social_ad,2025-11-13 18:00:00,0,0,0,mobile
568,534,Black Friday,sms,2024-03-13 21:00:00,1,0,0,mobile
569,761,Summer Promo,sms,2024-02-02 13:00:00,1,0,0,desktop
570,1012,Creator Campaign,push,2025-10-20 08:00:00,0,0,0,mobile
571,196,Holiday Push,email,2025-02-10 11:00:00,1,1,0,mobile
572,989,Winback Flow,email,2024-07-04 13:00:00,1,1,0,mobile
573,561,Back to School,email,2025-12-01 20:00:00,1,0,0,desktop
574,939,Black Friday,social_ad,2025-09-03 00:00:00,1,0,1,desktop
575,714,Retention Nudge,email,2024-12-31 07:00:00,0,0,0,desktop
576,1052,Back to School,email,2024-04-13 06:00:00,1,1,0,mobile
577,749,Retention Nudge,social_ad,2024-09-11 08:00:00,1,0,0,tablet
578,1158,Summer Promo,email,2025-02-27 05:00:00,0,0,0,mobile
579,619,Winback Flow,social_ad,2024-08-09 07:00:00,1,0,0,mobile
580,667,Back to School,social_ad,2025-11-13 19:00:00,1,0,0,desktop
581,223,Summer Promo,email,2025-03-08 10:00:00,0,0,0,desktop
582,1090,Creator Campaign,email,2024-12-08 22:00:00,0,1,0,mobile
583,438,Winback Flow,email,2024-06-06 04:00:00,1,0,0,mobile
584,614,Black Friday,email,2024-02-23 19:00:00,1,0,0,tablet
585,75,Retention Nudge,social_ad,2025-05-13 12:00:00,1,1,0,mobile
586,875,Referral Blast,email,2024-12-16 18:00:00,1,0,0,mobile
587,746,Winback Flow,social_ad,2025-04-03 13:00:00,0,0,0,mobile
588,172,Summer Promo,email,2025-11-17 13:00:00,1,0,0,tablet
589,1157,Holiday Push,sms,2024-06-20 08:00:00,1,0,0,mobile
590,448,Creator Campaign,social_ad,2025-07-15 21:00:00,1,0,1,desktop
591,529,Winback Flow,email,2024-08-23 09:00:00,0,0,0,tablet
592,783,Creator Campaign,sms,2024-04-09 09:00:00,1,0,0,mobile
593,788,Summer Promo,social_ad,2025-05-12 18:00:00,0,0,0,mobile
594,420,Holiday Push,social_ad,2025-08-18 23:00:00,1,0,0,mobile
595,307,Back to School,email,2025-06-05 18:00:00,0,0,0,tablet
596,338,Summer Promo,push,2025-01-15 21:00:00,1,1,0,mobile
597,587,Retention Nudge,email,2025-09-21 03:00:00,1,0,0,desktop
598,459,Winback Flow,social_ad,2025-10-20 19:00:00,1,1,0,mobile
599,694,Holiday Push,social_ad,2025-04-29 06:00:00,1,1,0,tablet
600,327,Referral Blast,email,2025-10-16 20:00:00,1,0,0,desktop
601,1064,Retention Nudge,email,2025-09-19 01:00:00,0,0,0,desktop
602,165,Referral Blast,email,2024-08-18 02:00:00,1,1,0,desktop
603,1055,Back to School,email,2025-12-19 12:00:00,1,0,0,desktop
604,541,Holiday Push,email,2025-03-07 14:00:00,1,0,0,mobile
605,1074,Summer Promo,social_ad,2024-09-26 14:00:00,0,0,0,mobile
606,923,Referral Blast,social_ad,2025-03-23 16:00:00,1,0,0,mobile
607,7,Black Friday,push,2024-07-23 04:00:00,1,0,0,tablet
608,1090,Summer Promo,email,2025-04-13 02:00:00,0,1,0,mobile
609,828,Retention Nudge,email,2024-03-29 03:00:00,0,0,0,desktop
610,515,Back to School,email,2025-09-23 08:00:00,0,0,0,desktop
611,1124,Holiday Push,email,2024-04-27 21:00:00,1,0,0,desktop
612,1021,Holiday Push,social_ad,2024-05-26 12:00:00,0,0,0,desktop
613,1033,Black Friday,email,2025-11-16 02:00:00,1,1,0,mobile
614,117,Winback Flow,email,2026-01-02 14:00:00,0,0,0,mobile
615,703,Creator Campaign,email,2025-12-31 03:00:00,1,1,0,desktop
616,1171,Referral Blast,sms,2024-08-21 23:00:00,0,0,0,mobile
617,947,Back to School,email,2025-07-23 21:00:00,1,0,0,mobile
618,719,Back to School,sms,2024-10-01 00:00:00,1,1,0,mobile
619,159,Summer Promo,sms,2026-02-08 08:00:00,0,1,0,desktop
620,1194,Creator Campaign,social_ad,2025-08-14 02:00:00,0,0,0,mobile
621,1195,Summer Promo,push,2026-02-19 18:00:00,1,0,0,desktop
622,1095,Creator Campaign,email,2024-11-02 22:00:00,0,1,0,desktop
623,249,Back to School,sms,2025-10-10 10:00:00,0,0,0,desktop
624,592,Creator Campaign,email,2024-05-05 15:00:00,0,0,1,tablet
625,164,Retention Nudge,social_ad,2024-06-21 12:00:00,1,0,0,desktop
626,291,Back to School,email,2024-11-14 04:00:00,1,0,0,desktop
627,59,Summer Promo,email,2025-03-30 09:00:00,0,0,0,mobile
628,168,Referral Blast,email,2024-10-30 11:00:00,1,1,1,desktop
629,1073,Referral Blast,social_ad,2024-06-20 05:00:00,1,0,0,tablet
630,1027,Summer Promo,email,2025-11-27 10:00:00,0,0,0,tablet
631,448,Referral Blast,sms,2025-08-02 20:00:00,1,0,0,mobile
632,62,Creator Campaign,email,2025-10-27 14:00:00,0,0,0,mobile
633,102,Back to School,email,2025-07-27 03:00:00,0,0,0,mobile
634,708,Black Friday,push,2026-01-31 07:00:00,1,1,0,mobile
635,566,Creator Campaign,sms,2025-04-08 21:00:00,1,1,0,desktop
636,1140,Referral Blast,sms,2024-08-17 02:00:00,1,0,1,mobile
637,76,Retention Nudge,email,2025-08-03 03:00:00,1,1,0,desktop
638,1193,Black Friday,email,2024-01-31 09:00:00,0,0,0,desktop
639,824,Back to School,sms,2024-07-02 08:00:00,1,0,0,desktop
640,309,Black Friday,email,2024-02-07 03:00:00,0,0,0,mobile
641,735,Summer Promo,email,2025-07-09 20:00:00,0,1,0,mobile
642,1167,Winback Flow,social_ad,2024-09-22 21:00:00,1,0,0,tablet
643,938,Summer Promo,social_ad,2025-08-11 23:00:00,1,0,0,desktop
644,467,Winback Flow,push,2024-07-01 12:00:00,0,0,0,desktop
645,686,Holiday Push,email,2024-04-12 20:00:00,1,0,0,mobile
646,147,Winback Flow,email,2024-02-23 16:00:00,1,0,0,mobile
647,891,Black Friday,sms,2024-01-09 17:00:00,0,1,0,mobile
648,109,Winback Flow,social_ad,2025-03-23 14:00:00,0,1,0,mobile
649,265,Referral Blast,push,2024-10-01 21:00:00,0,1,0,mobile
650,736,Creator Campaign,email,2026-01-25 18:00:00,0,1,0,mobile
651,38,Holiday Push,email,2025-12-04 14:00:00,0,0,0,mobile
652,571,Referral Blast,email,2024-08-06 10:00:00,0,1,0,mobile
653,794,Retention Nudge,email,2025-11-17 01:00:00,1,0,0,desktop
654,1082,Referral Blast,email,2024-10-04 04:00:00,1,0,0,desktop
655,738,Referral Blast,push,2024-06-11 07:00:00,0,0,0,desktop
656,574,Summer Promo,social_ad,2025-08-05 16:00:00,1,0,0,mobile
657,994,Summer Promo,sms,2025-06-29 16:00:00,1,0,0,mobile
658,162,Referral Blast,push,2025-02-11 19:00:00,1,1,0,desktop
659,858,Back to School,email,2025-07-04 22:00:00,1,0,0,desktop
660,579,Back to School,sms,2024-10-16 16:00:00,1,1,1,mobile
661,165,Referral Blast,email,2024-03-18 05:00:00,1,0,0,tablet
662,577,Creator Campaign,social_ad,2024-06-01 07:00:00,0,1,0,mobile
663,72,Summer Promo,email,2025-08-06 12:00:00,1,0,1,desktop
664,419,Creator Campaign,email,2024-12-24 19:00:00,0,0,0,desktop
665,87,Holiday Push,sms,2026-02-14 15:00:00,1,0,0,mobile
666,300,Referral Blast,email,2025-12-23 12:00:00,1,0,0,desktop
667,463,Creator Campaign,email,2025-04-19 04:00:00,1,0,0,mobile
668,802,Creator Campaign,email,2024-12-08 04:00:00,0,1,0,mobile
669,430,Referral Blast,social_ad,2024-10-03 22:00:00,1,0,0,mobile
670,228,Holiday Push,email,2025-01-25 02:00:00,1,0,0,mobile
671,1094,Referral Blast,social_ad,2024-09-08 16:00:00,1,1,0,mobile
672,657,Creator Campaign,email,2025-04-30 01:00:00,1,0,0,mobile
673,886,Holiday Push,sms,2025-04-25 03:00:00,1,0,1,mobile
674,1039,Holiday Push,sms,2024-06-14 19:00:00,1,1,0,desktop
675,766,Winback Flow,email,2024-10-13 15:00:00,1,0,0,mobile
676,1010,Winback Flow,email,2024-11-05 16:00:00,1,0,0,mobile
677,108,Winback Flow,push,2024-02-15 23:00:00,1,0,0,mobile
678,523,Retention Nudge,sms,2025-08-05 13:00:00,1,0,0,mobile
679,547,Referral Blast,email,2025-02-25 03:00:00,0,0,0,tablet
680,573,Summer Promo,social_ad,2025-01-19 18:00:00,1,0,0,mobile
681,1050,Referral Blast,sms,2025-06-10 07:00:00,0,0,0,tablet
682,830,Winback Flow,email,2025-10-07 11:00:00,0,0,0,mobile
683,251,Winback Flow,social_ad,2026-01-09 01:00:00,0,0,0,mobile
684,1031,Retention Nudge,email,2025-03-21 13:00:00,1,0,0,mobile
685,848,Creator Campaign,push,2024-12-12 17:00:00,1,0,1,mobile
686,1079,Holiday Push,sms,2025-04-10 14:00:00,0,0,0,mobile
687,473,Back to School,email,2025-09-09 10:00:00,1,0,0,tablet
688,629,Back to School,social_ad,2026-01-20 04:00:00,1,1,0,mobile
689,689,Winback Flow,email,2025-09-24 14:00:00,0,0,0,mobile
690,429,Summer Promo,social_ad,2024-08-08 19:00:00,1,0,0,mobile
691,801,Summer Promo,email,2024-02-12 07:00:00,0,0,1,desktop
692,1169,Holiday Push,email,2024-03-18 19:00:00,1,1,0,mobile
693,258,Creator Campaign,push,2025-07-30 06:00:00,0,0,0,mobile
694,45,Winback Flow,email,2025-01-22 23:00:00,1,0,0,mobile
695,814,Back to School,social_ad,2024-09-10 17:00:00,1,0,0,mobile
696,761,Creator Campaign,push,2024-04-24 20:00:00,1,0,0,desktop
697,585,Retention Nudge,push,2026-01-08 14:00:00,0,0,0,desktop
698,388,Winback Flow,social_ad,2024-05-15 23:00:00,1,0,0,mobile
699,409,Summer Promo,push,2025-02-06 17:00:00,1,1,0,desktop
700,1075,Back to School,email,2025-04-05 23:00:00,0,0,0,desktop
701,448,Retention Nudge,email,2024-01-09 21:00:00,1,1,0,mobile
702,958,Summer Promo,social_ad,2025-04-07 02:00:00,0,0,0,mobile
703,888,Winback Flow,email,2024-03-15 17:00:00,0,0,0,mobile
704,1116,Holiday Push,push,2024-11-25 17:00:00,0,0,0,mobile
705,584,Retention Nudge,sms,2024-01-22 14:00:00,1,1,0,mobile
706,301,Referral Blast,email,2025-02-16 03:00:00,0,0,0,mobile
707,848,Back to School,push,2024-02-10 08:00:00,1,1,0,mobile
708,669,Summer Promo,email,2024-12-11 09:00:00,0,0,0,desktop
709,890,Holiday Push,email,2025-01-21 10:00:00,0,0,0,desktop
710,790,Back to School,email,2025-02-03 07:00:00,1,1,0,mobile
711,801,Creator Campaign,email,2026-02-06 06:00:00,0,0,0,mobile
712,1131,Winback Flow,sms,2024-07-18 22:00:00,0,0,0,mobile
713,428,Referral Blast,email,2025-11-14 03:00:00,1,0,0,mobile
714,288,Winback Flow,social_ad,2025-09-25 04:00:00,0,0,0,tablet
715,120,Back to School,email,2024-06-29 06:00:00,0,0,0,mobile
716,199,Back to School,social_ad,2024-10-17 05:00:00,1,0,0,desktop
717,1008,Winback Flow,social_ad,2024-02-28 07:00:00,1,0,1,desktop
718,1169,Retention Nudge,social_ad,2025-08-31 23:00:00,0,0,0,mobile
719,63,Holiday Push,email,2025-07-16 05:00:00,1,0,0,mobile
720,1101,Retention Nudge,sms,2024-11-05 20:00:00,1,0,0,tablet
721,441,Winback Flow,email,2025-04-01 18:00:00,1,0,0,mobile
722,95,Creator Campaign,email,2025-05-25 23:00:00,0,0,0,mobile
723,358,Creator Campaign,email,2026-02-13 02:00:00,1,0,0,desktop
724,687,Winback Flow,email,2024-08-25 06:00:00,1,0,0,mobile
725,1166,Summer Promo,push,2025-04-03 22:00:00,0,1,1,mobile
726,1013,Summer Promo,email,2026-02-01 06:00:00,1,1,0,mobile
727,711,Referral Blast,email,2025-10-06 15:00:00,0,1,0,mobile
728,166,Black Friday,email,2025-09-03 00:00:00,1,0,0,mobile
729,266,Back to School,email,2024-07-02 19:00:00,0,0,0,mobile
730,266,Creator Campaign,email,2025-08-26 21:00:00,1,0,0,mobile
731,50,Retention Nudge,email,2025-09-25 04:00:00,0,0,0,tablet
732,429,Winback Flow,social_ad,2024-03-10 07:00:00,0,0,0,mobile
733,586,Creator Campaign,email,2025-03-30 00:00:00,1,1,0,desktop
734,548,Black Friday,email,2024-11-24 15:00:00,0,1,0,mobile
735,1132,Back to School,sms,2025-12-31 00:00:00,0,0,0,mobile
736,968,Summer Promo,email,2024-11-25 01:00:00,1,1,0,mobile
737,161,Referral Blast,email,2025-12-23 09:00:00,0,1,0,mobile
738,319,Referral Blast,email,2024-03-23 07:00:00,0,1,0,mobile
739,403,Black Friday,push,2025-07-05 04:00:00,1,0,0,desktop
740,866,Holiday Push,push,2025-02-25 18:00:00,1,0,0,mobile
741,491,Holiday Push,sms,2026-02-05 09:00:00,0,0,1,mobile
742,887,Winback Flow,email,2025-07-13 04:00:00,1,0,0,mobile
743,180,Winback Flow,social_ad,2025-07-28 07:00:00,1,0,0,mobile
744,29,Holiday Push,sms,2024-09-01 17:00:00,1,0,0,mobile
745,447,Referral Blast,push,2025-12-05 00:00:00,1,0,0,mobile
746,405,Referral Blast,email,2024-09-12 17:00:00,1,1,0,mobile
747,934,Creator Campaign,email,2024-08-28 13:00:00,1,0,0,tablet
748,829,Back to School,sms,2026-02-04 06:00:00,1,0,0,desktop
749,128,Black Friday,sms,2024-03-12 09:00:00,1,1,1,tablet
750,848,Holiday Push,social_ad,2024-10-17 15:00:00,1,1,0,mobile
751,591,Back to School,email,2024-03-19 19:00:00,0,0,0,desktop
752,179,Holiday Push,email,2025-01-08 13:00:00,0,0,0,desktop
753,655,Referral Blast,email,2025-11-16 23:00:00,1,0,0,mobile
754,1035,Winback Flow,push,2025-07-02 03:00:00,0,1,0,mobile
755,154,Retention Nudge,push,2024-04-23 20:00:00,1,0,0,desktop
756,591,Retention Nudge,email,2024-01-12 12:00:00,0,1,0,desktop
757,1185,Back to School,sms,2025-11-08 04:00:00,0,0,0,mobile
