payment_id,order_id,amount_paid,currency,paid_at,payment_status
1031,1031,170.37,BRL,2024-06-28 06:16:00,paid
1032,1032,533.86,BRL,2024-07-06 13:36:00,paid
1033,1033,247.77,BRL,2025-10-21 04:39:00,paid
1034,1034,502.93,BRL,2024-04-28 07:19:00,paid
1035,1035,270.04,BRL,2024-07-17 10:19:00,paid
1036,1036,716.88,BRL,2024-05-19 13:02:00,paid
1037,1037,597.36,BRL,2024-02-24 03:42:00,paid
1038,1038,1450.99,BRL,2025-06-03 11:36:00,failed
1039,1039,336.32,BRL,2026-01-01 14:16:00,paid
1040,1040,786.09,BRL,2025-10-01 18:51:00,paid
1041,1041,746.16,BRL,2024-04-01 16:18:00,refunded
1042,1042,3181.69,BRL,2024-09-11 04:21:00,paid
1043,1043,2488.38,BRL,2025-08-06 19:50:00,failed
1044,1044,1000.72,BRL,2024-08-16 09:49:00,paid
1045,1045,1136.07,BRL,2024-02-26 13:39:00,paid
1046,1046,632.41,BRL,2025-04-13 13:57:00,paid
1047,1047,2211.79,BRL,2025-07-29 23:14:00,paid
1048,1048,1642.69,BRL,2025-10-27 07:57:00,partial_refund
1049,1049,1127.42,BRL,2024-01-04 11:26:00,paid
1050,1050,1572.1,BRL,2024-12-15 00:35:00,paid
1051,1051,562.36,BRL,2025-03-20 21:17:00,paid
1052,1052,1930.25,BRL,2024-12-18 13:40:00,paid
1053,1053,980.76,BRL,2025-03-12 03:43:00,paid
1054,1054,1095.29,BRL,2024-12-10 03:16:00,paid
1055,1055,912.92,BRL,2025-08-24 09:54:00,paid
1056,1056,851.85,BRL,2025-05-04 07:00:00,paid
1057,1057,475.98,BRL,2025-02-02 02:03:00,paid
1058,1058,575.97,BRL,2024-03-17 02:42:00,paid
1059,1059,886.47,BRL,2024-03-08 12:33:00,paid
1060,1060,49.76,BRL,2026-01-25 10:03:00,paid
1061,1061,1836.56,BRL,2024-07-19 18:28:00,paid
1062,1062,513.54,BRL,2025-10-14 08:17:00,paid
1063,1063,235.03,BRL,2025-02-04 05:03:00,failed
1064,1064,1147.03,BRL,2025-09-02 04:22:00,failed
1065,1065,1206.08,BRL,2025-01-28 01:10:00,paid
1066,1066,842.64,BRL,2025-11-21 17:16:00,paid
1067,1067,3067.73,BRL,2024-04-01 04:59:00,paid
1068,1068,203.49,BRL,2025-02-14 03:29:00,paid
1069,1069,434.71,BRL,2025-11-25 03:05:00,paid
1070,1070,648.77,BRL,2025-06-09 21:20:00,paid
1071,1071,920.08,BRL,2025-01-20 03:12:00,paid
1072,1072,0.14,BRL,2024-11-10 08:37:00,paid
1073,1073,318.35,BRL,2024-02-18 04:55:00,paid
1074,1074,292.5,BRL,2024-10-09 09:03:00,refunded
1075,1075,152.35,BRL,2025-04-26 17:06:00,paid
1076,1076,99.86,BRL,2024-06-23 05:04:00,paid
1077,1077,190.93,BRL,2024-07-05 03:40:00,paid
1078,1078,144.72,BRL,2025-08-09 17:21:00,paid
1079,1079,287.76,BRL,2026-02-15 13:55:00,paid
1080,1080,536.78,BRL,2024-06-30 17:43:00,paid
1081,1081,458.87,BRL,2026-01-26 00:31:00,paid
1082,1082,3734.47,BRL,2025-04-09 15:44:00,paid
1083,1083,830.72,BRL,2025-06-14 04:55:00,refunded
1084,1084,532.2,BRL,2024-03-27 21:53:00,paid
1085,1085,1667.31,BRL,2024-03-29 12:43:00,paid
1086,1086,483.73,BRL,2025-12-04 08:25:00,paid
1087,1087,685.11,BRL,2024-03-15 18:08:00,paid
1088,1088,1286.42,BRL,2025-07-24 18:34:00,paid
1089,1089,1572.09,BRL,2025-07-13 00:10:00,paid
1090,1090,28.13,BRL,2025-09-11 22:46:00,paid
1091,1091,3283.46,BRL,2025-06-03 09:41:00,partial_refund
1092,1092,271.47,BRL,2025-07-20 20:04:00,paid
1093,1093,1957.72,BRL,2025-04-13 01:44:00,paid
1094,1094,563.24,BRL,2025-02-15 14:24:00,failed
1095,1095,2101.8,BRL,2024-01-27 19:28:00,refunded
1096,1096,2059.99,BRL,2026-01-06 20:42:00,paid
1097,1097,2039.96,BRL,2024-06-02 19:36:00,paid
1098,1098,425.23,BRL,2024-11-23 16:36:00,paid
1099,1099,124.9,BRL,2024-11-21 21:33:00,paid
1100,1100,171.07,BRL,2025-01-12 01:44:00,paid
1101,1101,1140.11,BRL,2025-01-25 23:39:00,partial_refund
1102,1102,1312.76,BRL,2024-06-20 08:57:00,paid
1103,1103,1255.7,BRL,2024-09-14 05:59:00,paid
1104,1104,54.8,BRL,2024-05-23 11:52:00,paid
1105,1105,2310.76,BRL,2026-01-27 18:54:00,paid
1106,1106,1242.59,BRL,2025-07-13 18:59:00,paid
1107,1107,743.77,BRL,2024-07-10 17:48:00,paid
1108,1108,1868.64,BRL,2024-12-17 12:10:00,paid
1109,1109,761.5,BRL,2024-12-17 16:38:00,failed
1110,1110,1368.47,BRL,2025-07-27 22:25:00,refunded
1111,1111,39.47,BRL,2024-09-26 12:54:00,paid
1112,1112,101.11,BRL,2024-09-24 07:00:00,paid
1113,1113,338.75,BRL,2025-08-13 02:59:00,paid
1114,1114,1721.45,BRL,2024-07-22 16:53:00,paid
1115,1115,1072.35,BRL,2025-01-07 06:25:00,paid
1116,1116,818.06,BRL,2024-12-01 06:06:00,paid
1117,1117,262.69,BRL,2025-05-02 23:54:00,partial_refund
1118,1118,990.66,BRL,2024-02-16 00:39:00,partial_refund
1119,1119,699.1,BRL,2024-10-17 02:02:00,paid
1120,1120,1905.52,BRL,2025-12-13 18:33:00,paid
1121,1121,28.83,BRL,2024-01-07 08:23:00,refunded
1122,1122,953.09,BRL,2025-02-15 05:56:00,paid
1123,1123,1387.11,BRL,2024-02-29 10:55:00,refunded
1124,1124,684.24,BRL,2024-10-13 09:55:00,refunded
1125,1125,483.06,BRL,2024-12-11 23:57:00,paid
1126,1126,3339.4,BRL,2025-01-07 10:50:00,paid
1127,1127,2059.03,BRL,2024-03-25 22:27:00,paid
1128,1128,245.75,BRL,2024-02-13 04:51:00,refunded
1129,1129,830.39,BRL,2024-03-15 07:08:00,paid
1130,1130,930.17,BRL,2024-01-06 10:21:00,paid
1131,1131,1664.76,BRL,2025-07-22 23:11:00,paid
1132,1132,338.28,BRL,2025-09-23 12:24:00,paid
1133,1133,2538.9,BRL,2025-03-09 14:57:00,paid
1134,1134,2849.11,BRL,2026-02-03 00:08:00,paid
1135,1135,813.36,BRL,2025-01-12 09:13:00,paid
1136,1136,54.27,BRL,2025-12-25 17:51:00,paid
1137,1137,957.37,BRL,2024-07-23 19:09:00,paid
1138,1138,488.66,BRL,2026-01-26 00:56:00,paid
1139,1139,333.97,BRL,2024-07-27 22:35:00,paid
1140,1140,611.4,BRL,2025-06-15 22:05:00,paid
1141,1141,707.37,BRL,2025-04-20 10:16:00,paid
1142,1142,121.63,BRL,2024-06-07 18:02:00,paid
1143,1143,931.22,BRL,2025-01-26 21:35:00,paid
1144,1144,154.45,BRL,2024-07-05 22:28:00,refunded
1145,1145,1274.96,BRL,2024-07-22 14:50:00,paid
1146,1146,859.19,BRL,2024-07-09 00:20:00,paid
1147,1147,1713.28,BRL,2026-01-28 13:56:00,paid
1148,1148,2384.28,BRL,2024-03-18 20:19:00,paid
1149,1149,368.01,BRL,2024-11-28 20:23:00,paid
1150,1150,1944.07,BRL,2024-11-23 17:19:00,paid
1151,1151,303.66,BRL,2026-01-24 23:56:00,paid
1152,1152,479.62,BRL,2024-01-21 18:21:00,paid
1153,1153,290.36,BRL,2024-07-03 14:38:00,refunded
1154,1154,852.6,BRL,2024-07-10 18:11:00,failed
1155,1155,273.14,BRL,2025-11-13 19:29:00,paid
1156,1156,750.36,BRL,2025-12-25 10:08:00,paid
1157,1157,306.09,BRL,2024-01-29 21:48:00,paid
1158,1158,369.51,BRL,2025-07-15 06:11:00,paid
1159,1159,333.84,BRL,2025-09-13 21:56:00,paid
1160,1160,692.1,BRL,2024-12-23 21:13:00,paid
1161,1161,585.94,BRL,2025-02-07 01:51:00,paid
1162,1162,167.34,BRL,2024-01-18 08:19:00,paid
1163,1163,957.44,BRL,2024-11-24 03:29:00,paid
1164,1164,1949.91,BRL,2024-04-05 00:49:00,failed
1165,1165,123.43,BRL,2025-11-10 00:05:00,failed
1166,1166,1948.5,BRL,2024-07-16 01:39:00,paid
1167,1167,574.74,BRL,2024-08-03 21:37:00,paid
1168,1168,226.2,BRL,2024-02-19 20:09:00,partial_refund
1169,1169,468.15,BRL,2025-02-23 14:48:00,paid
1170,1170,507.56,BRL,2024-04-28 03:24:00,paid
1171,1171,90.29,BRL,2025-09-24 23:02:00,paid
1172,1172,647.4,BRL,2026-02-17 14:59:00,refunded
1173,1173,34.36,BRL,2024-02-07 09:36:00,partial_refund
1174,1174,238.61,BRL,2025-11-07 05:29:00,paid
1175,1175,1296.65,BRL,2024-04-12 02:18:00,paid
1176,1176,1028.93,BRL,2024-05-23 10:55:00,paid
1177,1177,481.75,BRL,2025-09-02 09:24:00,paid
1178,1178,1049.59,BRL,2024-12-24 23:24:00,paid
1179,1179,536.57,BRL,2026-01-02 21:36:00,paid
1180,1180,787.77,BRL,2024-04-09 07:29:00,paid
1181,1181,582.77,BRL,2024-11-30 17:23:00,paid
1182,1182,2056.28,BRL,2024-09-22 02:56:00,paid
1183,1183,1601.78,BRL,2024-05-06 11:39:00,failed
1184,1184,504.02,BRL,2024-06-19 19:39:00,paid
1185,1185,499.99,BRL,2025-03-12 18:01:00,partial_refund
1186,1186,314.81,BRL,2025-10-27 03:21:00,failed
1187,1187,508.8,BRL,2024-08-15 22:45:00,paid
1188,1188,1482.61,BRL,2025-02-19 15:36:00,paid
1189,1189,732.0,BRL,2025-01-14 14:37:00,paid
1190,1190,337.09,BRL,2024-09-14 15:53:00,paid
1191,1191,1416.69,BRL,2025-03-20 00:07:00,paid
1192,1192,19.44,BRL,2024-02-09 06:01:00,paid
1193,1193,552.34,BRL,2024-04-02 15:10:00,paid
1194,1194,735.57,BRL,2026-01-14 21:23:00,paid
1195,1195,1578.32,BRL,2024-12-16 22:03:00,paid
1196,1196,939.33,BRL,2024-04-14 07:03:00,paid
1197,1197,1367.84,BRL,2025-01-04 16:17:00,paid
1198,1198,685.73,BRL,2025-12-21 06:01:00,paid
1199,1199,184.52,BRL,2025-06-24 21:22:00,paid
1200,1200,39.36,BRL,2024-01-31 06:07:00,paid
1201,1201,665.86,BRL,2025-09-13 12:10:00,paid
1202,1202,462.16,BRL,2024-06-01 02:22:00,paid
1203,1203,1155.49,BRL,2024-01-20 01:03:00,paid
1204,1204,346.7,BRL,2025-10-03 18:01:00,paid
1205,1205,1299.54,BRL,2025-11-13 14:07:00,paid
1206,1206,328.05,BRL,2024-08-29 17:49:00,paid
1207,1207,1969.77,BRL,2025-08-10 00:20:00,paid
1208,1208,246.7,BRL,2024-02-13 08:39:00,partial_refund
1209,1209,241.59,BRL,2025-02-08 19:33:00,paid
1210,1210,672.68,BRL,2025-08-27 14:43:00,paid
1211,1211,437.49,BRL,2024-04-14 13:58:00,paid
1212,1212,2166.6,BRL,2024-02-20 15:30:00,paid
1213,1213,626.21,BRL,2024-07-06 06:47:00,paid
1214,1214,1189.77,BRL,2024-04-26 19:28:00,paid
1215,1215,836.71,BRL,2025-03-17 21:08:00,paid
1216,1216,1127.19,BRL,2024-06-24 03:05:00,paid
1217,1217,590.29,BRL,2025-10-07 21:40:00,paid
1218,1218,1303.73,BRL,2024-08-28 11:43:00,paid
1219,1219,103.42,BRL,2024-05-30 03:05:00,paid
1220,1220,246.69,BRL,2025-05-30 20:37:00,paid
1221,1221,575.38,BRL,2025-02-12 08:19:00,paid
1222,1222,380.14,BRL,2024-12-30 16:32:00,paid
1223,1223,982.99,BRL,2025-03-24 00:34:00,paid
1224,1224,218.46,BRL,2025-03-04 15:20:00,paid
1225,1225,13.42,BRL,2025-01-24 18:05:00,paid
1226,1226,2037.24,BRL,2024-06-10 16:57:00,paid
1227,1227,129.56,BRL,2025-07-27 16:09:00,paid
1228,1228,351.03,BRL,2025-11-11 20:03:00,paid
1229,1229,782.97,BRL,2024-09-21 02:50:00,paid
1230,1230,1457.96,BRL,2025-10-19 07:11:00,paid
1231,1231,1128.56,BRL,2025-07-25 07:21:00,paid
1232,1232,432.23,BRL,2025-11-05 21:41:00,refunded
1233,1233,1544.65,BRL,2025-12-19 20:18:00,paid
1234,1234,1181.02,BRL,2024-01-27 08:28:00,paid
1235,1235,538.12,BRL,2025-07-28 10:06:00,paid
1236,1236,2391.94,BRL,2026-02-17 07:52:00,paid
1237,1237,710.14,BRL,2025-08-10 07:17:00,paid
1238,1238,755.56,BRL,2025-03-22 04:16:00,paid
1239,1239,855.12,BRL,2025-09-08 18:04:00,paid
1240,1240,2098.82,BRL,2024-03-16 06:53:00,paid
1241,1241,175.46,BRL,2025-01-01 21:48:00,paid
1242,1242,1041.63,BRL,2024-04-20 07:13:00,paid
1243,1243,737.0,BRL,2024-09-11 01:58:00,paid
1244,1244,1349.28,BRL,2024-12-06 22:01:00,paid
1245,1245,249.88,BRL,2024-05-28 08:07:00,refunded
1246,1246,1739.53,BRL,2024-10-07 00:50:00,paid
1247,1247,1003.4,BRL,2026-02-04 02:49:00,paid
1248,1248,2104.78,BRL,2026-02-10 17:40:00,paid
1249,1249,1233.41,BRL,2025-02-14 14:53:00,paid
1250,1250,3019.81,BRL,2025-02-27 16:54:00,paid
1251,1251,762.59,BRL,2025-02-07 20:24:00,paid
1252,1252,958.89,BRL,2025-12-16 18:25:00,paid
1253,1253,1188.68,BRL,2024-11-15 22:57:00,paid
1254,1254,841.38,BRL,2024-04-23 03:39:00,paid
1255,1255,1945.7,BRL,2025-01-04 07:44:00,paid
1256,1256,497.25,BRL,2025-04-30 02:27:00,paid
1257,1257,1457.16,BRL,2024-07-31 13:20:00,paid
1258,1258,977.7,BRL,2025-06-11 18:16:00,paid
1259,1259,265.08,BRL,2024-02-20 00:38:00,paid
1260,1260,2110.16,BRL,2025-06-27 18:16:00,paid
1261,1261,425.99,BRL,2026-01-28 17:39:00,paid
1262,1262,780.77,BRL,2025-03-22 08:10:00,paid
1263,1263,252.28,BRL,2025-01-07 15:48:00,paid
1264,1264,1182.2,BRL,2024-11-11 10:14:00,paid
1265,1265,728.33,BRL,2024-05-13 07:54:00,paid
1266,1266,130.34,BRL,2025-10-10 05:49:00,paid
1267,1267,153.13,BRL,2025-10-09 10:38:00,paid
1268,1268,951.27,BRL,2024-06-13 05:07:00,paid
1269,1269,1959.0,BRL,2025-05-04 22:42:00,paid
1270,1270,211.67,BRL,2025-02-03 00:06:00,refunded
1271,1271,405.76,BRL,2025-01-16 16:52:00,refunded
1272,1272,1118.26,BRL,2024-01-07 17:00:00,paid
1273,1273,132.94,BRL,2025-12-29 15:35:00,failed
1274,1274,2082.04,BRL,2025-03-30 00:59:00,paid
1275,1275,695.02,BRL,2024-06-17 20:51:00,paid
1276,1276,1642.74,BRL,2024-07-27 16:16:00,paid
1277,1277,393.95,BRL,2025-03-16 11:44:00,paid
1278,1278,2571.57,BRL,2024-12-24 20:10:00,paid
1279,1279,1904.2,BRL,2024-05-10 03:42:00,paid
1280,1280,610.93,BRL,2025-01-05 08:03:00,paid
1281,1281,163.09,BRL,2024-10-19 20:29:00,paid
1282,1282,36.72,BRL,2024-05-23 06:09:00,paid
1283,1283,837.49,BRL,2025-11-29 19:46:00,paid
1284,1284,1867.32,BRL,2024-09-05 21:18:00,paid
1285,1285,922.92,BRL,2025-01-23 21:10:00,paid
1286,1286,1308.26,BRL,2024-03-03 02:38:00,refunded
1287,1287,1228.91,BRL,2026-01-01 20:12:00,paid
1288,1288,682.22,BRL,2026-01-06 17:32:00,paid
1289,1289,936.93,BRL,2024-11-08 00:02:00,paid
1290,1290,522.93,BRL,2025-04-30 16:18:00,paid
1291,1291,1542.93,BRL,2024-10-12 08:16:00,paid
1292,1292,10.92,BRL,2025-07-01 11:44:00,paid
1293,1293,305.21,BRL,2024-04-19 00:41:00,refunded
1294,1294,1608.83,BRL,2025-04-12 16:32:00,paid
1295,1295,1166.93,BRL,2025-09-29 18:37:00,paid
1296,1296,574.88,BRL,2024-11-09 10:30:00,paid
1297,1297,506.26,BRL,2024-09-16 12:14:00,paid
1298,1298,721.32,BRL,2026-02-04 12:45:00,paid
1299,1299,1285.87,BRL,2025-10-26 07:37:00,paid
1300,1300,616.96,BRL,2024-06-03 03:41:00,paid
1301,1301,1006.7,BRL,2024-08-03 05:33:00,paid
1302,1302,1271.42,BRL,2024-06-20 04:07:00,paid
1303,1303,1187.48,BRL,2024-01-03 00:04:00,paid
1304,1304,1405.69,BRL,2024-01-31 16:53:00,paid
1305,1305,1192.37,BRL,2024-05-04 00:35:00,paid
1306,1306,549.05,BRL,2024-10-22 01:58:00,paid
1307,1307,2550.19,BRL,2025-10-18 02:37:00,paid
1308,1308,1848.32,BRL,2026-02-08 17:41:00,paid
1309,1309,1785.39,BRL,2025-11-23 03:02:00,failed
1310,1310,2306.58,BRL,2026-02-08 12:58:00,paid
1311,1311,142.31,BRL,2026-01-30 18:24:00,paid
1312,1312,887.31,BRL,2025-03-22 13:57:00,paid
1313,1313,684.91,BRL,2025-01-14 09:55:00,paid
1314,1314,1408.78,BRL,2024-01-02 14:34:00,paid
1315,1315,2573.58,BRL,2025-09-25 15:02:00,paid
1316,1316,1051.69,BRL,2025-03-16 13:35:00,paid
1317,1317,340.24,BRL,2025-08-01 19:25:00,partial_refund
1318,1318,686.01,BRL,2024-08-27 17:27:00,paid
1319,1319,1168.15,BRL,2025-04-28 16:43:00,paid
1320,1320,1710.64,BRL,2025-01-07 00:23:00,paid
1321,1321,511.67,BRL,2025-04-10 12:01:00,failed
1322,1322,728.92,BRL,2025-12-19 11:29:00,paid
1323,1323,390.03,BRL,2024-01-16 09:05:00,paid
1324,1324,558.57,BRL,2024-05-22 02:50:00,paid
1325,1325,295.66,BRL,2025-05-13 14:18:00,paid
1326,1326,333.81,BRL,2025-09-08 05:50:00,paid
1327,1327,1080.23,BRL,2024-05-28 08:05:00,paid
1328,1328,424.61,BRL,2024-05-24 19:30:00,paid
1329,1329,900.09,BRL,2026-01-08 23:23:00,paid
1330,1330,908.88,BRL,2025-11-28 09:23:00,paid
1331,1331,811.2,BRL,2025-06-01 04:00:00,paid
1332,1332,352.77,BRL,2025-12-28 18:01:00,paid
1333,1333,2209.36,BRL,2025-02-23 08:03:00,paid
1334,1334,187.68,BRL,2025-04-26 05:32:00,paid
1335,1335,654.83,BRL,2024-01-06 01:05:00,paid
1336,1336,452.96,BRL,2024-06-13 22:16:00,paid
1337,1337,358.56,BRL,2025-02-02 17:59:00,refunded
1338,1338,143.11,BRL,2025-10-18 22:48:00,paid
1339,1339,160.82,BRL,2025-04-19 03:52:00,paid
1340,1340,743.06,BRL,2026-01-31 11:14:00,paid
1341,1341,3494.06,BRL,2024-02-03 14:04:00,paid
1342,1342,455.42,BRL,2024-09-19 22:53:00,paid
1343,1343,1442.3,BRL,2024-11-15 17:45:00,failed
1344,1344,2215.93,BRL,2025-08-04 16:29:00,paid
1345,1345,75.67,BRL,2024-05-14 19:16:00,failed
1346,1346,879.79,BRL,2025-10-01 23:32:00,paid
1347,1347,185.14,BRL,2024-03-25 06:57:00,paid
1348,1348,805.96,BRL,2025-07-28 21:39:00,paid
1349,1349,99.75,BRL,2024-08-06 23:23:00,paid
1350,1350,80.1,BRL,2024-06-04 13:33:00,paid
1351,1351,300.97,BRL,2024-02-09 23:27:00,paid
1352,1352,417.84,BRL,2024-11-02 17:32:00,paid
1353,1353,1100.01,BRL,2025-01-26 20:54:00,paid
1354,1354,372.4,BRL,2024-12-04 10:03:00,partial_refund
1355,1355,508.18,BRL,2025-02-06 11:28:00,paid
1356,1356,1819.55,BRL,2024-07-29 18:11:00,paid
1357,1357,928.46,BRL,2024-04-19 01:31:00,paid
1358,1358,232.84,BRL,2024-08-27 03:05:00,paid
1359,1359,275.31,BRL,2025-09-07 21:01:00,paid
1360,1360,71.72,BRL,2024-02-25 21:44:00,paid
1361,1361,466.72,BRL,2024-08-27 10:52:00,paid
1362,1362,514.8,BRL,2024-01-01 02:42:00,paid
1363,1363,525.18,BRL,2024-03-01 00:10:00,paid
1364,1364,287.06,BRL,2024-11-23 03:21:00,paid
1365,1365,1074.39,BRL,2025-03-26 20:56:00,refunded
1366,1366,341.52,BRL,2025-03-29 22:12:00,paid
1367,1367,765.19,BRL,2025-10-21 00:58:00,paid
1368,1368,1533.99,BRL,2025-02-06 09:43:00,paid
1369,1369,290.15,BRL,2025-12-07 18:07:00,paid
1370,1370,2613.23,BRL,2025-03-14 01:32:00,paid
1371,1371,272.04,BRL,2024-08-14 20:21:00,paid
1372,1372,702.88,BRL,2025-12-03 18:21:00,paid
1373,1373,2146.19,BRL,2025-02-21 15:36:00,paid
1374,1374,1051.85,BRL,2024-03-01 02:34:00,paid
1375,1375,114.35,BRL,2025-05-05 16:17:00,paid
1376,1376,288.67,BRL,2025-08-06 09:19:00,paid
1377,1377,202.73,BRL,2025-04-14 12:48:00,paid
1378,1378,1026.63,BRL,2024-01-12 02:31:00,paid
1379,1379,1455.87,BRL,2024-07-07 09:06:00,paid
1380,1380,1165.26,BRL,2025-11-08 18:44:00,partial_refund
1381,1381,1495.57,BRL,2024-03-12 00:47:00,paid
1382,1382,136.55,BRL,2024-12-30 07:00:00,refunded
1383,1383,1568.71,BRL,2024-01-15 04:56:00,paid
1384,1384,191.85,BRL,2025-09-23 00:18:00,paid
1385,1385,107.19,BRL,2026-02-11 18:35:00,paid
1386,1386,1218.45,BRL,2024-06-24 18:47:00,paid
1387,1387,470.48,BRL,2025-03-05 21:51:00,partial_refund
1388,1388,133.27,BRL,2025-01-13 11:33:00,paid
1389,1389,524.57,BRL,2025-12-12 19:08:00,paid
1390,1390,815.37,BRL,2024-08-19 22:48:00,paid
1391,1391,245.36,BRL,2024-04-11 20:50:00,paid
1392,1392,445.14,BRL,2025-06-18 18:58:00,paid
1393,1393,556.34,BRL,2025-03-20 03:49:00,paid
1394,1394,979.74,BRL,2025-07-17 17:05:00,paid
1395,1395,396.61,BRL,2025-12-21 22:06:00,paid
1396,1396,81.43,BRL,2024-08-30 15:34:00,paid
1397,1397,617.04,BRL,2025-06-04 18:30:00,paid
1398,1398,583.98,BRL,2025-11-04 03:32:00,refunded
1399,1399,962.27,BRL,2024-01-02 01:11:00,paid
1400,1400,1407.1,BRL,2025-10-02 07:08:00,paid
1401,1401,90.69,BRL,2024-10-12 20:13:00,paid
1402,1402,1036.81,BRL,2024-03-08 13:23:00,paid
1403,1403,2099.14,BRL,2024-05-10 01:40:00,paid
1404,1404,305.88,BRL,2024-08-12 04:08:00,partial_refund
1405,1405,951.52,BRL,2024-09-06 11:45:00,paid
1406,1406,931.03,BRL,2024-04-05 13:21:00,refunded
1407,1407,36.72,BRL,2024-12-18 22:50:00,paid
1408,1408,1500.38,BRL,2025-02-11 18:06:00,paid
1409,1409,1232.66,BRL,2025-10-29 05:38:00,paid
1410,1410,342.43,BRL,2025-04-25 09:24:00,failed
1411,1411,581.07,BRL,2024-08-11 03:50:00,paid
1412,1412,2146.25,BRL,2024-10-09 02:39:00,failed
1413,1413,1789.69,BRL,2024-05-01 13:31:00,paid
1414,1414,277.42,BRL,2025-03-03 12:29:00,paid
1415,1415,1347.69,BRL,2025-08-07 16:51:00,paid
1416,1416,995.92,BRL,2024-09-17 09:41:00,paid
1417,1417,172.74,BRL,2025-09-11 06:45:00,paid
1418,1418,1833.61,BRL,2024-06-20 14:12:00,paid
1419,1419,927.41,BRL,2024-03-31 09:09:00,paid
1420,1420,107.78,BRL,2026-01-26 10:41:00,paid
1421,1421,219.7,BRL,2025-11-26 16:54:00,paid
1422,1422,112.07,BRL,2026-01-22 15:38:00,paid
1423,1423,1340.95,BRL,2026-01-11 09:58:00,paid
1424,1424,357.41,BRL,2024-08-13 06:35:00,paid
1425,1425,1197.8,BRL,2025-04-16 05:56:00,paid
1426,1426,769.01,BRL,2024-09-08 08:12:00,refunded
1427,1427,922.97,BRL,2025-11-15 16:31:00,paid
1428,1428,351.61,BRL,2025-04-23 23:24:00,partial_refund
1429,1429,1795.95,BRL,2026-01-09 20:21:00,paid
1430,1430,99.52,BRL,2025-01-14 18:30:00,paid
1431,1431,674.21,BRL,2025-01-26 02:27:00,refunded
1432,1432,1610.14,BRL,2024-10-19 11:01:00,paid
1433,1433,2737.58,BRL,2025-06-04 02:52:00,paid
1434,1434,481.74,BRL,2025-01-15 18:24:00,paid
1435,1435,383.37,BRL,2024-09-02 00:29:00,paid
1436,1436,389.82,BRL,2024-09-29 05:24:00,paid
1437,1437,809.29,BRL,2025-10-28 17:37:00,paid
1438,1438,1085.13,BRL,2024-11-04 10:56:00,paid
1439,1439,700.82,BRL,2025-02-26 07:42:00,refunded
1440,1440,1208.5,BRL,2024-01-31 17:41:00,refunded
1441,1441,287.13,BRL,2024-05-25 03:05:00,failed
1442,1442,2395.56,BRL,2024-11-21 05:13:00,refunded
1443,1443,774.11,BRL,2025-03-19 16:51:00,partial_refund
1444,1444,435.08,BRL,2024-02-19 03:31:00,paid
1445,1445,1305.28,BRL,2025-12-09 16:26:00,paid
1446,1446,534.43,BRL,2025-04-18 14:08:00,partial_refund
1447,1447,742.33,BRL,2025-04-24 00:07:00,paid
1448,1448,518.07,BRL,2024-06-05 14:59:00,paid
1449,1449,162.66,BRL,2025-10-26 16:42:00,refunded
1450,1450,1512.22,BRL,2026-01-16 04:04:00,paid
1451,1451,1006.35,BRL,2025-03-11 00:38:00,refunded
1452,1452,525.66,BRL,2025-02-11 16:51:00,paid
1453,1453,497.58,BRL,2024-05-04 06:24:00,paid
1454,1454,621.3,BRL,2025-02-04 05:58:00,refunded
1455,1455,3433.34,BRL,2024-09-09 11:08:00,paid
1456,1456,374.42,BRL,2024-08-28 04:10:00,paid
1457,1457,635.94,BRL,2025-12-17 19:12:00,paid
1458,1458,1894.51,BRL,2025-04-30 22:44:00,paid
1459,1459,1818.67,BRL,2025-03-13 02:32:00,paid
1460,1460,2032.07,BRL,2025-07-18 14:02:00,paid
1461,1461,2936.96,BRL,2024-06-11 06:24:00,paid
1462,1462,72.75,BRL,2024-04-12 11:41:00,paid
1463,1463,1036.26,BRL,2025-10-09 05:45:00,paid
1464,1464,1536.41,BRL,2025-12-25 08:34:00,paid
1465,1465,53.34,BRL,2026-02-10 08:08:00,paid
1466,1466,708.27,BRL,2024-05-25 05:58:00,paid
1467,1467,464.04,BRL,2024-09-16 04:22:00,paid
1468,1468,102.54,BRL,2026-01-04 21:43:00,failed
1469,1469,486.35,BRL,2025-01-21 05:52:00,paid
1470,1470,578.55,BRL,2025-10-12 23:30:00,paid
1471,1471,295.97,BRL,2024-10-05 12:43:00,paid
1472,1472,333.27,BRL,2025-11-16 10:14:00,failed
1473,1473,200.91,BRL,2024-11-27 04:00:00,refunded
1474,1474,633.57,BRL,2025-06-04 09:42:00,paid
1475,1475,45.84,BRL,2025-01-30 02:20:00,paid
1476,1476,322.35,BRL,2025-08-05 02:51:00,paid
1477,1477,1294.54,BRL,2025-03-14 23:17:00,refunded
1478,1478,765.98,BRL,2024-12-03 13:17:00,paid
1479,1479,994.0,BRL,2025-08-29 06:37:00,paid
1480,1480,48.29,BRL,2025-05-03 00:51:00,refunded
1481,1481,433.63,BRL,2025-11-13 00:04:00,paid
1482,1482,564.39,BRL,2024-11-10 02:12:00,paid
1483,1483,1282.93,BRL,2025-04-18 17:36:00,paid
1484,1484,153.33,BRL,2024-08-08 02:10:00,paid
1485,1485,1407.28,BRL,2024-05-15 14:41:00,paid
1486,1486,747.8,BRL,2025-06-27 17:39:00,paid
1487,1487,873.56,BRL,2025-10-08 21:36:00,paid
