ticket_id,customer_id,order_id,created_at,issue_type,priority,status,channel,satisfaction_score,resolved_in_hours
335,642,2400.0,2025-01-20 17:00:00,account_problem,low,closed,chat,3.0,112.9
336,475,3131.0,2024-07-19 06:00:00,payment_issue,low,closed,chat,4.0,
337,849,2520.0,2024-12-16 02:00:00,account_problem,low,closed,phone,4.0,9.5
338,1150,2384.0,2024-07-23 01:00:00,delivery_issue,high,closed,email,4.0,87.9
339,85,1708.0,2024-04-30 13:00:00,account_problem,low,closed,chat,5.0,10.8
340,539,2087.0,2025-08-18 01:00:00,product_question,high,closed,email,5.0,13.9
341,596,1992.0,2024-05-01 15:00:00,product_question,high,pending,chat,4.0,23.5
342,399,,2024-07-27 09:00:00,account_problem,high,closed,email,1.0,10.8
343,930,348.0,2024-04-23 17:00:00,payment_issue,medium,closed,chat,3.0,30.7
344,1089,819.0,2024-06-12 02:00:00,account_problem,medium,pending,chat,5.0,11.3
345,386,3554.0,2025-08-05 05:00:00,damaged_item,medium,closed,chat,5.0,
346,945,3082.0,2025-10-12 21:00:00,delivery_issue,low,pending,chat,1.0,15.1
347,1115,224.0,2024-03-03 04:00:00,damaged_item,low,closed,chat,5.0,
348,818,1975.0,2025-08-14 21:00:00,account_problem,medium,closed,email,4.0,22.2
349,729,1151.0,2025-04-05 19:00:00,payment_issue,high,closed,chat,2.0,
350,867,2931.0,2024-11-13 08:00:00,account_problem,high,closed,email,4.0,14.2
351,388,,2024-12-23 09:00:00,refund_request,medium,closed,email,4.0,
352,1072,1515.0,2025-02-04 07:00:00,account_problem,low,closed,email,4.0,23.2
353,333,3213.0,2024-11-09 00:00:00,delivery_issue,medium,closed,chat,,25.7
354,295,2150.0,2024-02-28 07:00:00,payment_issue,medium,pending,chat,5.0,21.6
355,536,617.0,2024-11-24 00:00:00,delivery_issue,low,closed,email,1.0,2.7
356,392,194.0,2025-09-29 21:00:00,damaged_item,medium,pending,email,3.0,3.9
357,495,3083.0,2025-09-21 10:00:00,account_problem,high,closed,phone,5.0,5.5
358,184,,2024-01-26 12:00:00,payment_issue,medium,closed,phone,3.0,
359,437,1804.0,2025-06-16 05:00:00,damaged_item,medium,closed,phone,5.0,15.2
360,656,,2024-08-09 09:00:00,refund_request,medium,closed,chat,5.0,7.1
361,615,1459.0,2025-08-13 12:00:00,damaged_item,low,pending,chat,4.0,14.2
362,483,1404.0,2025-07-24 11:00:00,payment_issue,low,closed,chat,,16.6
363,374,,2024-01-28 02:00:00,delivery_issue,low,closed,phone,3.0,14.5
364,746,,2025-11-25 09:00:00,delivery_issue,medium,closed,email,,10.4
365,1007,2540.0,2025-08-31 04:00:00,refund_request,low,closed,email,5.0,45.3
366,215,3002.0,2026-01-15 22:00:00,product_question,low,closed,chat,4.0,9.3
367,29,,2024-07-12 21:00:00,delivery_issue,medium,pending,email,5.0,38.0
368,935,3704.0,2024-12-02 19:00:00,account_problem,high,closed,phone,,24.6
369,1085,2058.0,2024-09-03 18:00:00,account_problem,low,closed,phone,5.0,7.0
370,428,,2024-06-29 00:00:00,delivery_issue,low,closed,chat,1.0,4.6
371,471,428.0,2025-10-17 15:00:00,refund_request,medium,closed,email,,40.9
372,113,,2024-06-02 19:00:00,payment_issue,medium,closed,email,,3.8
373,670,3671.0,2024-12-31 03:00:00,account_problem,medium,closed,email,4.0,19.4
374,115,458.0,2025-05-20 19:00:00,refund_request,medium,open,chat,3.0,19.3
375,434,,2024-07-31 22:00:00,damaged_item,medium,closed,email,1.0,17.8
376,212,2859.0,2025-04-23 12:00:00,damaged_item,high,open,chat,3.0,9.3
377,357,,2024-04-30 05:00:00,product_question,high,pending,email,5.0,7.2
378,426,809.0,2024-08-07 09:00:00,payment_issue,low,closed,chat,4.0,12.0
379,712,,2025-07-29 05:00:00,delivery_issue,high,pending,chat,5.0,9.8
380,815,,2024-12-24 12:00:00,product_question,low,closed,phone,5.0,6.1
381,668,1402.0,2025-09-04 01:00:00,account_problem,low,closed,email,5.0,23.5
382,623,,2024-10-31 02:00:00,product_question,low,closed,email,,5.8
383,900,1705.0,2025-03-13 06:00:00,payment_issue,medium,closed,chat,3.0,29.5
384,360,,2024-12-23 13:00:00,refund_request,medium,open,chat,4.0,
385,725,,2025-07-10 13:00:00,refund_request,medium,closed,email,4.0,
386,895,,2025-03-03 18:00:00,damaged_item,medium,closed,chat,4.0,52.8
387,996,4069.0,2026-01-10 00:00:00,account_problem,low,open,email,3.0,14.5
388,108,2993.0,2025-02-09 14:00:00,account_problem,medium,open,chat,5.0,4.0
389,847,,2024-10-13 10:00:00,refund_request,high,closed,chat,5.0,13.4
390,642,43.0,2025-09-23 04:00:00,payment_issue,low,closed,email,5.0,
391,846,,2025-05-30 14:00:00,refund_request,high,open,email,3.0,12.4
392,870,,2024-09-25 12:00:00,delivery_issue,low,pending,chat,5.0,
393,95,2926.0,2026-01-16 17:00:00,product_question,low,closed,chat,4.0,6.9
394,814,,2025-02-21 00:00:00,refund_request,medium,closed,email,3.0,10.9
395,1039,1806.0,2025-12-22 05:00:00,payment_issue,low,pending,email,5.0,12.2
396,210,2423.0,2025-03-03 04:00:00,damaged_item,low,closed,phone,3.0,3.6
397,57,1334.0,2025-10-16 19:00:00,damaged_item,low,closed,chat,5.0,21.6
398,378,901.0,2024-08-17 17:00:00,account_problem,low,pending,email,3.0,3.3
399,544,2308.0,2025-12-17 12:00:00,delivery_issue,low,closed,chat,3.0,
400,276,,2025-05-19 12:00:00,product_question,medium,closed,chat,4.0,17.2
401,197,,2024-10-27 16:00:00,account_problem,medium,pending,phone,5.0,27.0
402,188,3861.0,2024-11-18 21:00:00,account_problem,medium,closed,chat,5.0,8.9
403,565,2694.0,2025-01-13 17:00:00,refund_request,high,closed,chat,5.0,8.1
404,1119,,2024-11-16 07:00:00,damaged_item,low,pending,email,5.0,
405,465,,2024-12-05 16:00:00,account_problem,low,closed,phone,,
406,888,546.0,2025-08-27 11:00:00,payment_issue,medium,open,email,1.0,23.5
407,294,2784.0,2024-05-16 17:00:00,damaged_item,high,closed,chat,4.0,6.8
408,163,2636.0,2024-05-12 00:00:00,delivery_issue,low,closed,phone,5.0,4.3
409,1017,736.0,2025-11-14 09:00:00,payment_issue,medium,open,email,,20.8
410,251,519.0,2024-03-22 09:00:00,account_problem,low,closed,email,5.0,
411,868,1720.0,2024-01-27 18:00:00,account_problem,medium,closed,chat,4.0,8.7
412,645,441.0,2025-11-16 00:00:00,refund_request,high,closed,email,4.0,7.0
413,660,,2025-09-11 12:00:00,damaged_item,low,closed,phone,5.0,33.7
414,552,3706.0,2024-03-04 00:00:00,product_question,low,closed,phone,4.0,
415,752,4021.0,2025-06-16 06:00:00,delivery_issue,low,closed,email,3.0,40.9
416,733,2383.0,2025-09-06 23:00:00,damaged_item,high,closed,email,,32.1
417,334,2456.0,2024-01-18 21:00:00,product_question,high,closed,email,4.0,16.0
418,1053,736.0,2024-07-10 17:00:00,product_question,medium,closed,email,,38.6
419,657,,2024-10-04 18:00:00,account_problem,low,closed,chat,5.0,13.3
420,357,3629.0,2024-11-28 10:00:00,product_question,low,closed,chat,4.0,9.9
421,686,979.0,2024-05-03 19:00:00,account_problem,medium,closed,email,3.0,6.9
422,917,3029.0,2026-02-16 14:00:00,account_problem,low,pending,phone,1.0,
423,907,,2025-08-16 12:00:00,refund_request,low,closed,chat,5.0,18.4
424,190,3293.0,2025-11-17 13:00:00,product_question,medium,closed,chat,3.0,59.4
425,206,2991.0,2024-06-24 17:00:00,product_question,medium,closed,chat,3.0,15.2
426,420,,2025-01-23 19:00:00,payment_issue,low,closed,email,5.0,9.9
427,738,,2025-08-25 11:00:00,damaged_item,medium,open,email,5.0,7.2
428,127,3794.0,2025-12-10 13:00:00,delivery_issue,high,open,chat,3.0,3.5
429,280,,2025-03-01 19:00:00,payment_issue,high,closed,email,5.0,
430,796,3069.0,2025-07-30 21:00:00,payment_issue,medium,closed,phone,4.0,16.6
431,891,235.0,2024-01-22 16:00:00,payment_issue,low,closed,email,1.0,19.1
432,40,1020.0,2024-01-12 05:00:00,product_question,low,closed,email,4.0,70.6
433,282,631.0,2024-01-28 19:00:00,payment_issue,medium,closed,email,5.0,4.3
434,1196,3144.0,2024-04-22 10:00:00,payment_issue,low,closed,email,1.0,
435,536,2138.0,2024-07-18 17:00:00,product_question,medium,closed,chat,3.0,32.6
436,411,3467.0,2024-07-28 15:00:00,product_question,high,pending,email,3.0,24.1
437,551,,2025-08-29 22:00:00,delivery_issue,medium,closed,email,5.0,7.3
438,970,,2025-12-24 16:00:00,product_question,medium,closed,chat,2.0,5.4
439,180,726.0,2024-05-02 23:00:00,payment_issue,low,pending,chat,4.0,4.9
440,668,,2025-11-15 05:00:00,damaged_item,medium,open,email,4.0,6.7
441,341,1927.0,2024-10-09 02:00:00,damaged_item,high,closed,chat,3.0,4.4
442,202,3812.0,2024-05-28 15:00:00,payment_issue,high,closed,chat,4.0,10.5
443,853,,2024-09-02 07:00:00,damaged_item,high,closed,chat,4.0,42.8
444,1050,336.0,2026-01-12 02:00:00,delivery_issue,low,closed,chat,3.0,6.3
445,354,,2026-01-24 01:00:00,delivery_issue,low,closed,phone,4.0,
446,371,,2024-02-25 09:00:00,product_question,low,closed,chat,5.0,16.5
447,652,1960.0,2024-04-24 19:00:00,account_problem,low,pending,chat,3.0,17.9
448,1151,,2024-04-10 13:00:00,refund_request,low,closed,email,2.0,
449,229,3898.0,2026-02-16 01:00:00,refund_request,medium,closed,chat,4.0,18.9
450,698,,2025-09-29 18:00:00,refund_request,medium,pending,phone,,9.4
451,1047,1527.0,2024-10-28 05:00:00,delivery_issue,low,pending,email,,14.4
452,1022,,2024-02-14 22:00:00,delivery_issue,low,pending,chat,4.0,7.3
453,458,,2025-10-03 03:00:00,damaged_item,low,closed,chat,4.0,8.8
454,430,2260.0,2024-09-20 01:00:00,delivery_issue,high,closed,chat,5.0,14.8
455,122,,2024-12-15 23:00:00,payment_issue,medium,closed,phone,,3.2
456,187,2721.0,2025-05-24 07:00:00,payment_issue,medium,closed,email,4.0,25.5
457,1067,,2024-04-27 07:00:00,refund_request,low,closed,phone,4.0,33.5
458,97,1330.0,2024-03-24 20:00:00,refund_request,low,closed,email,5.0,
459,997,,2025-09-23 13:00:00,damaged_item,low,closed,email,4.0,11.8
460,828,,2024-06-28 02:00:00,product_question,low,closed,email,3.0,15.9
461,18,,2025-10-11 01:00:00,delivery_issue,low,pending,email,2.0,67.3
462,217,1122.0,2024-05-15 08:00:00,refund_request,medium,closed,email,1.0,22.0
463,774,,2025-03-19 09:00:00,account_problem,high,open,phone,1.0,2.4
464,797,1746.0,2024-06-05 18:00:00,damaged_item,low,pending,email,3.0,13.7
465,503,,2026-01-11 10:00:00,account_problem,medium,closed,chat,4.0,4.9
466,215,,2024-09-02 08:00:00,delivery_issue,high,closed,phone,4.0,25.0
467,56,2673.0,2025-08-27 04:00:00,damaged_item,low,closed,email,2.0,9.2
468,1042,2338.0,2025-08-22 18:00:00,payment_issue,low,closed,phone,5.0,54.9
469,900,2278.0,2024-05-24 11:00:00,refund_request,medium,closed,email,3.0,15.9
470,113,,2024-10-22 15:00:00,payment_issue,medium,closed,chat,5.0,14.2
471,258,,2025-11-26 03:00:00,product_question,low,closed,email,4.0,90.6
472,1166,1892.0,2024-09-20 18:00:00,refund_request,low,pending,chat,5.0,10.8
473,667,3148.0,2024-04-13 09:00:00,damaged_item,low,pending,phone,5.0,7.6
474,994,2975.0,2024-11-12 16:00:00,account_problem,high,closed,chat,5.0,7.4
475,328,2607.0,2024-11-20 04:00:00,delivery_issue,low,closed,email,4.0,60.3
476,1094,4185.0,2025-11-13 12:00:00,delivery_issue,medium,pending,email,5.0,8.0
477,1148,141.0,2025-09-17 07:00:00,refund_request,high,closed,email,4.0,
478,975,674.0,2025-07-25 09:00:00,account_problem,low,closed,chat,,11.8
479,459,803.0,2025-03-23 22:00:00,product_question,medium,closed,chat,3.0,4.8
480,697,,2024-09-23 16:00:00,account_problem,medium,closed,phone,5.0,5.6
481,991,3973.0,2024-05-15 23:00:00,refund_request,low,closed,chat,4.0,20.9
482,742,1000.0,2024-09-14 04:00:00,product_question,low,closed,email,1.0,21.7
483,4,2600.0,2026-01-03 06:00:00,damaged_item,high,open,chat,,
484,201,2254.0,2024-07-09 09:00:00,payment_issue,high,closed,chat,1.0,14.6
485,300,3730.0,2024-02-14 14:00:00,refund_request,high,closed,phone,,16.0
486,708,3957.0,2024-08-09 15:00:00,payment_issue,high,closed,chat,4.0,4.8
487,484,3520.0,2024-06-14 07:00:00,payment_issue,high,closed,email,5.0,17.9
488,1141,,2025-11-10 20:00:00,damaged_item,medium,closed,email,5.0,7.2
489,430,3736.0,2024-08-19 11:00:00,product_question,high,closed,phone,3.0,16.0
490,1088,,2024-12-15 16:00:00,account_problem,medium,open,email,4.0,1.9
491,730,2996.0,2025-11-29 17:00:00,product_question,high,closed,chat,4.0,
492,851,,2024-08-19 05:00:00,delivery_issue,medium,pending,email,1.0,
493,757,2304.0,2024-04-12 23:00:00,damaged_item,medium,closed,chat,5.0,9.9
494,1155,4157.0,2025-12-23 22:00:00,account_problem,low,open,chat,4.0,10.4
495,192,,2025-06-24 03:00:00,refund_request,low,open,email,4.0,
496,554,,2024-07-04 17:00:00,refund_request,medium,closed,chat,4.0,3.8
497,1148,,2024-08-28 09:00:00,account_problem,low,closed,email,1.0,7.4
498,523,3373.0,2024-07-13 06:00:00,delivery_issue,medium,closed,email,2.0,4.3
499,696,2615.0,2024-07-11 09:00:00,account_problem,low,closed,email,5.0,9.8
500,203,3718.0,2025-09-02 14:00:00,payment_issue,low,closed,email,4.0,7.2
501,1158,414.0,2025-11-22 06:00:00,damaged_item,medium,closed,phone,4.0,28.3
502,66,1606.0,2024-01-26 19:00:00,account_problem,low,closed,email,5.0,11.6
503,461,3765.0,2024-04-24 12:00:00,account_problem,medium,pending,chat,4.0,15.8
504,8,1863.0,2025-11-04 16:00:00,product_question,low,closed,email,4.0,15.2
505,627,1399.0,2024-09-17 15:00:00,product_question,high,closed,email,,9.7
506,59,,2025-05-12 03:00:00,account_problem,low,closed,chat,5.0,
507,750,1369.0,2025-05-22 19:00:00,refund_request,medium,closed,chat,5.0,20.2
508,885,,2025-09-06 02:00:00,delivery_issue,medium,closed,email,5.0,8.4
509,1166,914.0,2025-05-30 21:00:00,refund_request,medium,closed,phone,2.0,25.7
510,576,,2024-10-24 20:00:00,refund_request,low,closed,email,4.0,17.6
511,903,306.0,2025-01-28 18:00:00,account_problem,low,open,email,3.0,12.9
512,729,,2024-05-26 17:00:00,delivery_issue,medium,closed,email,,5.0
513,1010,3798.0,2025-06-02 18:00:00,refund_request,high,closed,email,5.0,19.1
514,116,2936.0,2024-04-19 17:00:00,payment_issue,low,closed,email,4.0,7.0
515,43,2432.0,2026-02-08 04:00:00,delivery_issue,low,pending,phone,5.0,6.2
516,259,960.0,2024-08-15 03:00:00,account_problem,medium,closed,chat,3.0,9.0
517,754,3862.0,2024-04-04 00:00:00,refund_request,medium,closed,email,,
518,842,3162.0,2026-02-07 17:00:00,account_problem,low,open,chat,2.0,9.7
519,490,,2025-08-22 15:00:00,account_problem,high,closed,email,4.0,
520,924,2213.0,2025-10-16 02:00:00,account_problem,low,closed,email,5.0,10.5
521,1030,3000.0,2024-03-17 12:00:00,payment_issue,high,closed,chat,5.0,20.6
522,220,1445.0,2024-06-27 18:00:00,damaged_item,low,closed,email,5.0,14.2
523,834,1573.0,2024-07-17 15:00:00,account_problem,high,closed,email,5.0,
524,192,928.0,2024-05-22 19:00:00,payment_issue,low,closed,chat,4.0,7.7
525,422,,2026-02-11 23:00:00,refund_request,medium,closed,email,2.0,9.9
526,477,1253.0,2025-03-27 00:00:00,delivery_issue,medium,closed,chat,3.0,13.5
527,604,3723.0,2025-07-24 23:00:00,product_question,high,closed,email,3.0,
528,313,1312.0,2025-08-12 05:00:00,account_problem,low,pending,email,4.0,15.8
529,806,,2024-12-10 22:00:00,product_question,medium,closed,chat,,10.2
530,158,1824.0,2025-03-18 19:00:00,delivery_issue,low,open,chat,4.0,19.6
531,423,439.0,2025-01-29 10:00:00,payment_issue,low,closed,chat,1.0,67.2
532,578,,2024-06-11 06:00:00,product_question,low,closed,email,5.0,3.4
533,524,,2025-03-23 13:00:00,delivery_issue,high,closed,chat,5.0,21.1
534,343,1030.0,2025-02-23 22:00:00,delivery_issue,medium,closed,email,,5.3
535,902,2492.0,2025-08-25 00:00:00,product_question,medium,closed,chat,5.0,46.9
536,341,2748.0,2026-02-13 04:00:00,account_problem,low,pending,chat,,17.7
537,89,,2025-01-03 19:00:00,product_question,low,closed,email,5.0,31.9
538,751,1207.0,2024-10-22 19:00:00,delivery_issue,low,pending,email,2.0,13.6
539,470,2227.0,2025-05-08 02:00:00,damaged_item,low,closed,phone,5.0,26.1
540,816,,2024-02-10 22:00:00,account_problem,low,closed,chat,5.0,50.5
541,995,4191.0,2024-08-15 02:00:00,payment_issue,medium,closed,email,5.0,18.9
542,779,2851.0,2024-12-17 07:00:00,payment_issue,medium,pending,chat,,
543,380,3036.0,2024-04-04 03:00:00,refund_request,medium,closed,email,,23.4
544,574,2605.0,2024-07-06 08:00:00,refund_request,medium,closed,email,4.0,28.1
545,438,2140.0,2025-10-16 14:00:00,account_problem,medium,closed,email,2.0,14.4
546,1075,,2025-03-01 17:00:00,damaged_item,medium,open,chat,3.0,12.8
547,494,,2024-12-12 16:00:00,product_question,medium,pending,email,5.0,5.7
548,1030,2886.0,2025-10-22 07:00:00,refund_request,low,pending,chat,5.0,17.3
549,765,3673.0,2025-09-19 14:00:00,delivery_issue,low,closed,chat,4.0,2.7
550,990,,2024-09-23 04:00:00,account_problem,medium,pending,email,3.0,91.7
551,1190,1328.0,2025-10-25 01:00:00,payment_issue,low,closed,email,4.0,6.3
552,437,,2025-01-28 16:00:00,delivery_issue,medium,pending,email,,27.6
553,1055,3307.0,2024-09-18 18:00:00,refund_request,medium,closed,email,,
554,1082,,2024-12-01 01:00:00,product_question,low,closed,phone,5.0,10.2
555,928,,2025-06-19 20:00:00,payment_issue,medium,closed,email,5.0,
556,986,,2024-07-04 10:00:00,damaged_item,low,pending,phone,3.0,18.2
557,220,,2024-12-07 16:00:00,product_question,medium,closed,email,4.0,18.2
558,900,,2025-06-18 21:00:00,delivery_issue,low,closed,email,,19.9
559,536,,2025-01-17 03:00:00,account_problem,medium,closed,email,4.0,5.2
560,456,,2025-11-26 05:00:00,product_question,medium,closed,phone,5.0,31.9
561,1153,582.0,2025-09-23 18:00:00,product_question,low,closed,email,,6.3
562,900,1773.0,2024-04-18 00:00:00,product_question,low,closed,email,,
563,754,,2025-09-19 20:00:00,product_question,medium,closed,email,,8.3
564,719,3981.0,2025-04-08 01:00:00,account_problem,high,closed,chat,4.0,6.8
565,86,,2025-07-30 22:00:00,payment_issue,low,pending,email,3.0,14.8
566,134,165.0,2024-10-22 09:00:00,account_problem,high,closed,email,4.0,2.2
567,988,888.0,2024-06-10 22:00:00,product_question,low,closed,chat,4.0,1.2
568,592,,2024-03-13 21:00:00,delivery_issue,medium,closed,phone,5.0,5.8
569,1087,2688.0,2024-01-15 12:00:00,payment_issue,medium,closed,chat,4.0,12.0
570,315,,2025-12-27 23:00:00,damaged_item,medium,closed,phone,5.0,9.4
571,546,,2024-02-10 02:00:00,payment_issue,low,closed,email,4.0,
572,70,1554.0,2026-02-07 07:00:00,damaged_item,low,closed,email,,
573,208,3768.0,2025-06-25 08:00:00,product_question,high,closed,chat,4.0,6.3
574,1131,468.0,2025-04-21 15:00:00,refund_request,medium,closed,email,5.0,6.7
575,217,1771.0,2025-03-02 18:00:00,account_problem,low,closed,email,,7.1
576,1005,1388.0,2024-11-12 13:00:00,account_problem,high,closed,email,3.0,
577,819,133.0,2025-10-14 19:00:00,product_question,low,closed,chat,5.0,
578,964,,2024-10-26 01:00:00,refund_request,low,pending,email,4.0,31.3
579,130,451.0,2025-06-09 06:00:00,product_question,low,closed,phone,4.0,10.6
580,781,3263.0,2026-01-31 02:00:00,product_question,low,pending,chat,5.0,10.7
581,1079,27.0,2024-12-12 07:00:00,refund_request,medium,closed,email,5.0,13.9
582,128,4093.0,2024-01-22 03:00:00,damaged_item,low,closed,email,5.0,5.2
583,272,1151.0,2026-01-12 03:00:00,payment_issue,low,closed,phone,,8.4
584,86,1788.0,2024-11-22 03:00:00,refund_request,medium,closed,email,2.0,
585,1119,628.0,2024-03-10 23:00:00,delivery_issue,high,closed,chat,4.0,13.9
586,230,2201.0,2024-01-06 12:00:00,delivery_issue,low,closed,email,5.0,
587,133,3907.0,2024-02-10 03:00:00,payment_issue,low,closed,chat,5.0,25.1
588,872,669.0,2024-08-22 05:00:00,refund_request,low,closed,email,,11.9
589,744,,2024-04-24 18:00:00,product_question,medium,closed,email,3.0,30.2
590,675,,2025-06-03 20:00:00,product_question,medium,pending,email,5.0,3.3
591,223,1195.0,2024-03-05 15:00:00,product_question,medium,closed,email,4.0,6.6
592,670,,2024-09-16 09:00:00,refund_request,low,closed,phone,3.0,6.8
593,670,2590.0,2024-02-06 05:00:00,delivery_issue,low,closed,chat,5.0,10.6
594,321,,2026-01-03 02:00:00,product_question,high,closed,email,4.0,
595,667,1163.0,2024-09-26 20:00:00,payment_issue,high,open,email,5.0,6.7
596,708,3823.0,2025-09-24 10:00:00,delivery_issue,low,closed,email,5.0,1.8
597,603,,2024-05-25 08:00:00,payment_issue,medium,closed,phone,2.0,20.3
598,502,1764.0,2025-01-18 05:00:00,payment_issue,medium,closed,phone,4.0,8.2
599,589,2625.0,2025-05-30 14:00:00,product_question,medium,open,email,,13.6
600,315,1592.0,2024-01-03 04:00:00,refund_request,high,closed,chat,3.0,21.4
601,267,1691.0,2024-01-15 07:00:00,refund_request,low,closed,chat,4.0,12.9
602,872,3684.0,2026-01-19 14:00:00,product_question,low,closed,email,4.0,15.1
603,365,1370.0,2025-06-06 23:00:00,product_question,low,closed,email,,25.4
604,127,1600.0,2024-02-14 09:00:00,damaged_item,low,closed,chat,4.0,7.1
605,855,3168.0,2025-02-04 14:00:00,delivery_issue,low,pending,phone,3.0,4.2
606,65,3100.0,2025-10-09 05:00:00,product_question,high,closed,phone,5.0,
607,639,3557.0,2025-09-16 19:00:00,delivery_issue,low,closed,chat,3.0,35.5
608,86,,2024-09-20 22:00:00,product_question,low,closed,chat,3.0,6.2
609,610,,2025-09-01 10:00:00,payment_issue,medium,closed,chat,4.0,
610,657,,2025-10-15 16:00:00,payment_issue,low,closed,email,4.0,
611,834,,2024-12-18 14:00:00,account_problem,medium,closed,email,5.0,37.9
612,503,,2025-12-05 20:00:00,damaged_item,high,closed,chat,4.0,4.6
613,343,2087.0,2025-04-21 16:00:00,product_question,medium,closed,email,,31.2
614,1068,1430.0,2025-04-20 06:00:00,product_question,low,pending,chat,4.0,30.2
615,356,,2025-04-24 12:00:00,payment_issue,medium,closed,phone,5.0,37.0
616,263,2372.0,2025-05-26 09:00:00,delivery_issue,medium,open,email,5.0,9.6
617,594,,2025-03-14 22:00:00,refund_request,medium,closed,chat,4.0,17.4
618,388,481.0,2026-01-17 00:00:00,product_question,low,closed,email,2.0,15.7
619,615,821.0,2024-08-27 12:00:00,delivery_issue,low,closed,chat,5.0,8.3
620,1154,,2024-10-27 11:00:00,delivery_issue,low,closed,email,5.0,
621,441,1411.0,2024-05-19 07:00:00,payment_issue,low,closed,phone,4.0,7.2
622,502,,2024-08-11 11:00:00,delivery_issue,medium,closed,email,2.0,10.0
623,272,1327.0,2026-02-18 16:00:00,product_question,low,closed,email,5.0,15.4
624,851,,2025-01-08 15:00:00,refund_request,low,closed,email,5.0,6.3
625,11,1219.0,2024-08-14 22:00:00,delivery_issue,low,pending,email,3.0,1.3
626,477,1654.0,2025-10-12 14:00:00,account_problem,medium,closed,chat,3.0,14.1
627,749,639.0,2025-11-19 14:00:00,product_question,medium,pending,email,5.0,12.4
628,183,2546.0,2024-04-27 02:00:00,product_question,medium,closed,email,5.0,28.1
629,222,,2025-10-13 12:00:00,payment_issue,medium,closed,chat,,
630,499,2898.0,2025-09-16 08:00:00,product_question,low,closed,chat,2.0,11.4
631,1117,2935.0,2025-04-18 23:00:00,refund_request,low,closed,email,5.0,
632,771,526.0,2024-07-25 19:00:00,refund_request,low,closed,email,,44.9
633,756,186.0,2025-03-25 23:00:00,account_problem,low,closed,chat,,22.9
634,281,,2024-05-03 11:00:00,damaged_item,medium,closed,email,,17.1
635,128,758.0,2024-02-01 20:00:00,delivery_issue,low,closed,email,1.0,20.8
636,31,1811.0,2024-02-06 04:00:00,delivery_issue,high,closed,chat,5.0,2.3
637,769,116.0,2024-12-09 12:00:00,payment_issue,low,open,phone,4.0,65.4
638,387,3384.0,2025-07-20 00:00:00,delivery_issue,medium,open,email,4.0,
639,405,3135.0,2024-06-17 12:00:00,damaged_item,high,closed,chat,,21.3
640,206,1855.0,2024-03-30 09:00:00,account_problem,low,open,chat,,37.6
641,940,,2024-12-13 07:00:00,damaged_item,medium,closed,email,5.0,
642,161,3898.0,2024-10-09 03:00:00,account_problem,low,closed,email,4.0,21.5
643,381,,2025-03-18 23:00:00,account_problem,low,open,email,5.0,
644,63,1809.0,2025-01-20 21:00:00,damaged_item,low,pending,email,3.0,
645,230,3125.0,2024-10-15 06:00:00,delivery_issue,medium,closed,chat,5.0,41.8
646,130,4148.0,2025-02-26 15:00:00,damaged_item,high,closed,chat,4.0,6.6
647,1107,,2026-01-13 19:00:00,delivery_issue,medium,closed,chat,4.0,
648,105,,2024-12-30 17:00:00,refund_request,medium,closed,email,5.0,22.2
649,1143,2017.0,2025-08-20 09:00:00,damaged_item,medium,pending,email,5.0,4.1
650,992,4164.0,2024-06-14 20:00:00,account_problem,high,closed,phone,,45.6
651,939,,2025-07-31 17:00:00,refund_request,medium,closed,chat,3.0,
652,590,1534.0,2024-12-14 11:00:00,payment_issue,medium,closed,phone,3.0,16.5
653,311,2291.0,2024-05-05 00:00:00,account_problem,medium,closed,chat,3.0,19.1
654,243,3273.0,2024-04-22 15:00:00,account_problem,medium,closed,chat,3.0,7.5
655,762,2292.0,2024-08-01 18:00:00,delivery_issue,high,pending,email,4.0,5.8
656,902,2838.0,2025-12-21 19:00:00,product_question,low,closed,chat,3.0,11.7
657,883,1050.0,2025-08-31 05:00:00,payment_issue,low,open,email,4.0,
658,495,2773.0,2026-01-18 00:00:00,account_problem,medium,closed,chat,1.0,18.4
659,710,1048.0,2026-01-25 11:00:00,damaged_item,high,closed,chat,5.0,
660,757,1502.0,2025-02-13 22:00:00,payment_issue,high,closed,chat,5.0,10.2
661,999,,2025-11-15 23:00:00,damaged_item,low,closed,chat,3.0,2.8
662,324,2940.0,2024-11-14 11:00:00,delivery_issue,high,closed,chat,4.0,13.3
663,66,,2024-05-05 07:00:00,delivery_issue,low,closed,phone,2.0,
664,240,,2024-03-05 14:00:00,payment_issue,medium,closed,email,3.0,21.7
665,748,1690.0,2025-07-24 06:00:00,delivery_issue,medium,closed,email,3.0,6.3
666,1154,,2025-10-09 05:00:00,account_problem,low,closed,email,3.0,24.1
667,1187,3513.0,2024-11-12 09:00:00,product_question,low,pending,email,5.0,22.7
668,144,3897.0,2025-04-13 02:00:00,payment_issue,medium,closed,email,1.0,1.6
669,442,,2024-12-22 22:00:00,damaged_item,low,pending,chat,5.0,7.0
670,116,687.0,2024-12-24 08:00:00,delivery_issue,medium,pending,chat,3.0,9.7
671,357,,2024-12-04 13:00:00,account_problem,low,closed,email,3.0,7.3
672,437,,2025-09-17 13:00:00,refund_request,low,pending,chat,4.0,34.7
673,256,1656.0,2025-03-16 02:00:00,payment_issue,low,closed,phone,4.0,38.2
674,1126,1157.0,2025-03-06 21:00:00,product_question,low,closed,email,4.0,29.5
